date,price_eur_mwh,rate_eur,rate_usd,price_no_vat,price_with_vat
2020-08-11,7.414999961853027,32.4653,27.6007,4480.723770692016,5376.868524830419
2020-08-12,7.170000076293945,32.5562,27.5982,4407.6079959650015,5289.129595158001
2020-08-13,7.309999942779541,32.3961,27.5266,4434.762570636542,5321.7150847638495
2020-08-14,8.020000457763672,32.4185,27.4083,4682.650901417123,5619.181081700548
2020-08-17,8.180000305175781,32.3082,27.3474,4722.109865052087,5666.531838062504
2020-08-18,8.550000190734863,32.3741,27.3061,4858.984838291733,5830.781805950079
2020-08-19,8.354999542236328,32.4973,27.2297,4808.664868460311,5770.3978421523725
2020-08-20,8.149999618530273,32.6044,27.316,4753.139762728711,5703.767715274453
2020-08-21,7.619999885559082,32.5529,27.4812,4562.800261881529,5475.360314257835
2020-08-24,8.359999656677246,32.5529,27.4812,4819.951815894586,5783.942179073502
2020-08-25,8.864999771118164,32.2416,27.3942,4948.80394092366,5938.5647291083915
2020-08-26,9.149999618530272,32.4087,27.4383,5072.420144650638,6086.904173580765
2020-08-27,8.869999885559082,32.2812,27.386,4956.335230263453,5947.602276316144
2020-08-28,11.170000076293944,32.4279,27.4615,5774.729206685511,6929.675048022613
2020-08-31,11.239999771118164,32.7334,27.4759,5852.015855572039,7022.419026686447
2020-09-01,11.295000076293944,32.895,27.5618,5899.899008165935,7079.878809799122
2020-09-02,11.109999656677246,33.0721,27.6049,5865.670089466733,7038.804107360079
2020-09-03,11.734999656677246,32.7996,27.6428,6037.886488340437,7245.463786008524
2020-09-04,11.68000030517578,32.7319,27.6908,6006.884375732396,7208.261250878874
2020-09-08,10.800000190734863,32.8099,27.7509,5712.944532554063,6855.533439064875
2020-09-09,10.734999656677246,32.798,27.8032,5688.516985546301,6826.220382655561
2020-09-10,10.515000343322754,32.768,27.8296,5606.692790093751,6728.0313481125
2020-09-11,10.494999885559082,32.9687,27.8346,5632.926535611064,6759.511842733276
2020-09-14,10.704999923706056,33.0674,27.9003,5723.805202793657,6868.5662433523885
2020-09-15,10.895000457763672,33.2476,28.0003,5822.095774568626,6986.514929482351
2020-09-16,11.31999969482422,33.3441,28.0556,5990.104375973208,7188.1252511678495
2020-09-17,11.119999885559082,33.3877,28.1195,5926.82983666169,7112.195803994028
2020-09-18,11.475000381469728,33.1744,28.1127,6015.799793842438,7218.959752610925
2020-09-21,11.494999885559082,33.3456,28.1718,6053.409297363121,7264.091156835745
2020-09-22,11.704999923706056,33.1996,28.2022,6102.322388110989,7322.786865733187
2020-09-23,12.020000457763672,33.1151,28.2059,6198.631577921148,7438.357893505377
2020-09-24,11.635000228881836,32.9609,28.1874,6035.0305797963165,7242.03669575558
2020-09-25,11.664999961853027,32.8942,28.2487,6034.115897379859,7240.9390768558305
2020-09-28,12.350000381469728,32.8763,28.2673,6271.455505503518,7525.746606604222
2020-09-29,12.279999732971191,33.0376,28.3062,6276.893507725246,7532.272209270295
2020-09-30,13.28499984741211,33.1309,28.2989,6649.497655171381,7979.397186205657
2020-10-01,13.18000030517578,33.1643,28.3105,6618.919056741048,7942.702868089257
2020-10-02,13.024999618530272,33.3282,28.3343,6595.73502840626,7914.882034087512
2020-10-05,13.420000076293944,33.2324,28.3408,6717.472164465725,8060.966597358869
2020-10-06,13.30500030517578,33.4037,28.4009,6710.536142808453,8052.643371370144
2020-10-07,13.710000038146973,33.4822,28.3639,6870.392772734586,8244.471327281502
2020-10-08,13.899999618530272,33.3303,28.324,6907.398476522709,8288.87817182725
2020-10-09,13.755000114440918,33.2799,28.2836,6845.456268694115,8214.547522432938
2020-10-12,13.84000015258789,33.2791,28.2098,6875.016543407519,8250.019852089023
2020-10-13,13.595000267028809,33.3398,28.2481,6800.275437461184,8160.3305249534205
2020-10-14,13.869999885559082,33.3398,28.2481,6898.148452070206,8277.778142484247
2020-10-15,14.239999771118164,33.3935,28.3164,7041.302273909208,8449.56272869105
2020-10-16,14.5,33.1764,28.3365,7088.923631250002,8506.708357500002
2020-10-19,14.720000267028809,33.3018,28.3649,7193.419831977865,8632.103798373439
2020-10-20,14.895000457763672,33.4343,28.3762,7283.84497286846,8740.613967442152
2020-10-21,14.864999771118164,33.5044,28.3707,7287.967231438244,8745.560677725893
2020-10-22,15.255000114440918,33.5312,28.2737,7432.623408013619,8919.148089616343
2020-10-23,15.40999984741211,33.4106,28.265,7461.772801628285,8954.127361953942
2020-10-26,14.864999771118164,33.549,28.2911,7296.911438154272,8756.293725785126
2020-10-27,14.744999885559082,33.4908,28.3352,7241.952493135736,8690.342991762884
2020-10-28,14.484999656677246,33.5578,28.3655,7163.130365536656,8595.756438643988
2020-10-29,14.21500015258789,33.3133,28.3989,7016.472216675726,8419.76666001087
2020-10-30,14.0600004196167,33.2984,28.4383,6958.573885107129,8350.288662128554
2020-11-02,13.654999732971191,33.2475,28.4507,6804.55584791442,8165.467017497304
2020-11-03,13.664999961853027,33.2917,28.5827,6817.763630030489,8181.316356036587
2020-11-04,13.885000228881836,33.4806,28.6,6934.142655228607,8320.971186274328
2020-11-05,14.454999923706056,33.4249,28.5074,7125.6982311899965,8550.837877427995
2020-11-06,13.899999618530272,33.5819,28.3643,6958.420698248145,8350.104837897774
2020-11-09,13.854999542236328,33.4245,28.1375,6909.144319979429,8290.973183975315
2020-11-10,14.03499984741211,33.3938,28.1116,6966.96428813065,8360.35714575678
2020-11-11,14.095000267028809,33.2006,28.1206,6949.029519614392,8338.83542353727
2020-11-12,14,33.1441,28.161,6904.160935000001,8284.993122
2020-11-13,14.239999771118164,33.266,28.1963,7014.34048647073,8417.208583764876
2020-11-16,14.494999885559082,33.2118,28.1158,7093.0957966015785,8511.714955921894
2020-11-17,13.970000267028809,33.241,28.112,6912.853169504552,8295.423803405462
2020-11-18,13.68000030517578,33.3964,28.1067,6840.901318147171,8209.081581776605
2020-11-19,13.020000457763672,33.3608,28.13,6598.909238821792,7918.69108658615
2020-11-20,12.895000457763672,33.4353,28.2572,6569.4458494983455,7883.335019398014
2020-11-23,13.53499984741211,33.6266,28.3553,6836.359424401448,8203.631309281738
2020-11-24,13.899999618530272,33.7553,28.3694,6993.438355792027,8392.126026950433
2020-11-25,13.93000030517578,33.6801,28.3741,6989.082817746396,8386.899381295676
2020-11-27,14.484999656677246,33.8455,28.4428,7223.471426019745,8668.165711223694
2020-11-30,15.140000343322754,33.9596,28.4681,7484.817761910929,8981.781314293115
2020-12-01,14.90999984741211,34.1456,28.4962,7441.151889681061,8929.382267617273
2020-12-02,14.904999732971191,34.2157,28.5583,7454.625286454534,8945.55034374544
2020-12-03,14.145000457763672,34.316,28.4367,7196.7475529395,8636.097063527399
2020-12-04,14.645000457763672,34.4047,28.3038,7397.652976385443,8877.183571662532
2020-12-07,14.354999542236328,34.3895,28.2913,7287.923091638834,8745.507709966601
2020-12-08,14.44499969482422,34.2586,28.2394,7293.456358868996,8752.147630642796
2020-12-09,14.734999656677246,34.0546,28.0828,7355.5250356159,8826.63004273908
2020-12-10,15.539999961853027,33.9558,28.0406,7626.233466772556,9151.480160127066
2020-12-11,15.960000038146973,33.9946,28.075,7787.377712143245,9344.853254571894
2020-12-14,16.604999542236328,33.8941,27.9666,7997.56499645967,9597.077995751602
2020-12-15,17.225000381469727,33.888,27.8661,8219.797688248353,9863.757225898024
2020-12-16,16.3799991607666,33.6897,27.759,7868.16541123016,9441.798493476192
2020-12-17,15.9399995803833,33.8021,27.7373,7734.910299286595,9281.892359143912
2020-12-18,15.885000228881836,34.0789,27.8184,7777.29960715294,9332.759528583529
2020-12-21,16.795000076293945,34.1018,27.828,8113.7404011987965,9736.488481438557
2020-12-22,17.635000228881836,34.1811,28.0391,8440.054570252647,10128.065484303175
2020-12-23,17.5049991607666,34.5669,28.2513,8486.673505608986,10184.008206730785
2020-12-24,17.649999618530273,34.6156,28.4551,8553.269046288724,10263.922855546469
2020-12-28,19.149999618530273,34.5601,28.3547,9092.595541139728,10911.114649367672
2020-12-29,18.774999618530273,34.6458,28.3668,8976.075715040743,10771.290858048891
2020-12-30,19,34.6375,28.2605,9056.478376250005,10867.774051500002
2020-12-31,19.125,34.7396,28.2746,9129.083030250002,10954.899636300002
2021-01-04,19.844999313354492,34.7396,28.2746,9396.09134121079,11275.309609452946
2021-01-05,18.0049991607666,34.9389,28.431,8763.689000776305,10516.426800931566
2021-01-06,17.565000534057617,34.846,28.4028,8577.021658909312,10292.425990691174
2021-01-07,19.30500030517578,34.846,28.4028,9224.268600769608,11069.122320923529
2021-01-08,20.1200008392334,34.846,28.4028,9527.43335517892,11432.920026214702
2021-01-11,22.125,34.909,28.2847,10290.735248625,12348.88229835
2021-01-12,26.155000686645508,34.2817,28.2038,11583.380201145332,13900.056241374396
2021-01-13,21.5,34.0787,28.046,9821.40506125,11785.6860735
2021-01-14,21.334999084472656,34.0373,27.9705,9749.253573057307,11699.10428766877
2021-01-15,20.200000762939453,33.9888,28.0609,9324.390322067657,11189.268386481188
2021-01-19,20.325000762939453,34.0158,28.1926,9377.893219662556,11253.471863595068
2021-01-20,20.260000228881836,34.1555,28.1544,9391.714002202598,11270.056802643116
2021-01-21,20.065000534057617,34.1488,28.2035,9319.139277034532,11182.967132441438
2021-01-22,21.48500061035156,34.3651,28.2561,9898.27722376841,11877.932668522091
2021-01-25,20.15999984741211,34.2526,28.1648,9381.399382006774,11257.679258408129
2021-01-26,19.510000228881836,34.2265,28.1665,9136.911347501074,10964.293617001287
2021-01-27,19.700000762939453,34.1897,28.1524,9196.537312703866,11035.84477524464
2021-01-28,20.90999984741211,34.1207,28.1652,9619.15471989662,11542.985663875945
2021-01-29,19.81999969482422,34.1035,28.1929,9217.756263399271,11061.307516079129
2021-02-01,18.13999938964844,34.157,28.1324,8618.969149949966,10342.762979939958
2021-02-02,18.25,33.9039,28.0603,8595.795166375001,10314.95419965
2021-02-03,17.854999542236328,33.7913,28.0589,8425.354111137016,10110.424933364418
2021-02-04,18.1200008392334,33.6374,27.995,8482.550183251295,10179.060219901554
2021-02-05,18.3799991607666,33.4509,27.8885,8528.676044919524,10234.411253903429
2021-02-08,20.18000030517578,33.2823,27.7711,9125.358883125462,10950.430659750557
2021-02-09,19.045000076293945,33.2604,27.6651,8715.801029488528,10458.961235386234
2021-02-10,18.559999465942383,33.4406,27.6426,8588.774907652965,10306.529889183555
2021-02-11,17.375,33.6655,27.7665,8220.2732209375,9864.327865125
2021-02-12,17.6200008392334,33.8111,27.8384,8343.943179257443,10012.731815108931
2021-02-16,16.71500015258789,33.9297,27.9671,8045.620941979764,9654.745130375715
2021-02-17,16.540000915527344,33.7708,27.8304,7944.81685265062,9533.780223180744
2021-02-18,17.329999923706055,33.6422,27.9038,8199.43297215052,9839.319566580623
2021-02-19,16.55500030517578,33.6478,27.8461,7922.023231941169,9506.427878329405
2021-02-22,15.960000038146973,33.7768,27.846800000000002,7737.172937154553,9284.607524585464
2021-02-23,16.25,33.8866,27.9304,7867.184324750001,9440.6211897
2021-02-24,16.3799991607666,33.883,27.8976,7913.176874948421,9495.812249938104
2021-02-25,15.9350004196167,33.9289,27.9492,7762.811106993895,9315.373328392674
2021-02-26,15.69499969482422,34.1459,27.9301,7723.701209348645,9268.441451218374
2021-03-01,16.079999923706055,33.8449,27.9456,7796.402958535433,9355.683550242518
2021-03-02,15.869999885559082,33.717,28.0007,7692.392183809398,9230.870620571275
2021-03-03,15.524999618530272,33.6006,27.933,7542.276008296996,9050.731209956395
2021-03-04,15.93000030517578,33.5565,27.8477,7677.140686443737,9212.568823732485
2021-03-05,16.364999771118164,33.4062,27.7564,7798.096056903177,9357.715268283811
2021-03-08,16.149999618530273,33.4062,27.7564,7721.424597713629,9265.709517256357
2021-03-09,16.924999237060547,33.075,27.7091,7919.975776499677,9503.970931799611
2021-03-10,17.6299991607666,32.9741,27.7431,8144.738508366088,9773.686210039306
2021-03-11,18.125,32.9317,27.7016,8308.2434536875,9969.892144425
2021-03-12,18.450000762939453,33.1748,27.7486,8483.654327188133,10180.38519262576
2021-03-15,17.93000030517578,33.0839,27.7305,8277.133762254123,9932.560514704948
2021-03-16,17.65999984741211,32.9523,27.6434,8149.382069474799,9779.258483369758
2021-03-17,17.969999313354492,32.9632,27.6525,8261.160729831696,9913.392875798034
2021-03-18,17.760000228881836,32.9853,27.6978,8192.927578993433,9831.51309479212
2021-03-19,17.264999389648438,32.9785,27.6828,8016.915831315986,9620.298997579182
2021-03-22,18.045000076293945,32.9502,27.7184,8284.779310160891,9941.73517219307
2021-03-23,18.38999938964844,33.0072,27.6871,8420.160803091492,10104.192963709793
2021-03-24,18.59000015258789,32.9329,27.7295,8472.1945623186,10166.63347478232
2021-03-25,18.364999771118164,32.9389,27.8706,8395.500695007437,10074.600834008925
2021-03-26,18.700000762939453,33.0337,27.9698,8537.918919288963,10245.502703146754
2021-03-29,18.44499969482422,32.9532,27.9679,8427.837254846665,10113.404705815998
2021-03-30,18.80500030517578,32.9661,27.9694,8557.76442298286,10269.317307579431
2021-03-31,18.9950008392334,32.7233,27.8852,8561.892400024542,10274.270880029451
2021-04-01,19.170000076293945,32.629,27.8226,8598.288630824292,10317.94635698915
2021-04-05,19.170000076293945,32.8365,27.9555,8652.68422886829,10383.221074641946
2021-04-06,19.780000686645508,32.8632,27.939,8873.463913185311,10648.156695822372
2021-04-07,19.28499984741211,32.898,27.8384,8708.182875163247,10449.819450195895
2021-04-08,18.989999771118164,33.1388,27.8923,8666.597977881522,10399.917573457826
2021-04-09,18.940000534057617,33.2266,27.9768,8671.89377412701,10406.272528952411
2021-04-12,19.649999618530273,33.1522,27.9094,8903.713736247966,10684.45648349756
2021-04-13,19.510000228881836,33.2758,27.9335,8886.662724203215,10663.99526904386
2021-04-14,19.68000030517578,33.3218,28.0156,8959.698873754143,10751.638648504972
2021-04-15,20.260000228881836,33.4753,27.9765,9207.149830690656,11048.579796828786
2021-04-16,20.540000915527344,33.4616,27.9592,9303.360958228728,11164.033149874473
2021-04-19,20.940000534057617,33.525,27.9783,9463.921159378206,11356.705391253849
2021-04-20,21.065000534057617,33.7099,28.0087,9560.299530794831,11472.3594369538
2021-04-21,21.11000061035156,33.7362,28.0096,9583.829206658307,11500.595047989971
2021-04-22,21.3700008392334,33.6986,28.0576,9667.189441249577,11600.62732949949
2021-04-23,20.045000076293945,33.8103,28.0642,9220.449713398888,11064.539656078665
2021-04-26,20,33.6714,27.9014,9166.0886585,10999.306390199998
2021-04-27,21.405000686645508,33.6512,27.8558,9665.117112961305,11598.140535553566
2021-04-28,21.55500030517578,33.5577,27.7715,9691.952136435146,11630.342563722175
2021-04-29,22.5,33.526,27.7867,10021.27005675,12025.5240681
2021-04-30,23.28499984741211,33.6427,27.75,10337.213559612725,12404.656271535268
2021-05-03,23.815000534057617,33.6427,27.75,10527.555792136722,12633.066950564064
2021-05-04,23.049999237060547,33.6427,27.75,10252.816422126112,12303.379706551334
2021-05-05,23.959999084472656,33.5112,27.733,10538.86731258652,12646.640775103822
2021-05-06,24.329999923706055,33.2751,27.7339,10597.3119036745,12716.7742844094
2021-05-07,23.940000534057617,33.4129,27.7205,10501.264271789118,12601.51712614694
2021-05-10,25.190000534057617,33.4129,27.7205,10947.117656164117,13136.54118739694
