country,hour,tech,gen_mw
HU,2023-09-04T04:00:00Z,Solar,70.275
HU,2023-09-04T04:00:00Z,Wind onshore,113.615
HU,2023-09-04T05:00:00Z,Solar,500.0275
HU,2023-09-04T05:00:00Z,Wind onshore,96.5925
HU,2023-09-04T06:00:00Z,Solar,1234.1575
HU,2023-09-04T06:00:00Z,Wind onshore,74.77
HU,2023-09-04T07:00:00Z,Solar,1859.0125
HU,2023-09-04T07:00:00Z,Wind onshore,86.23
HU,2023-09-04T08:00:00Z,Solar,2310.14
HU,2023-09-04T08:00:00Z,Wind onshore,79.9225
HU,2023-09-04T09:00:00Z,Solar,2520.5325000000003
HU,2023-09-04T09:00:00Z,Wind onshore,89.85249999999999
HU,2023-09-04T10:00:00Z,Solar,2440.6025
HU,2023-09-04T10:00:00Z,Wind onshore,100.6575
HU,2023-09-04T11:00:00Z,Solar,2288.87
HU,2023-09-04T11:00:00Z,Wind onshore,100.675
HU,2023-09-04T12:00:00Z,Solar,2186.4075000000003
HU,2023-09-04T12:00:00Z,Wind onshore,97.6475
HU,2023-09-04T13:00:00Z,Solar,1861.51
HU,2023-09-04T13:00:00Z,Wind onshore,95.0275
HU,2023-09-04T14:00:00Z,Solar,1405.775
HU,2023-09-04T14:00:00Z,Wind onshore,99.4125
HU,2023-09-04T15:00:00Z,Solar,756.725
HU,2023-09-04T15:00:00Z,Wind onshore,96.7675
HU,2023-09-04T16:00:00Z,Solar,182.74
HU,2023-09-04T16:00:00Z,Wind onshore,89.4725
HU,2023-09-04T17:00:00Z,Solar,5.3475
HU,2023-09-04T17:00:00Z,Wind onshore,105.12
HU,2023-09-04T18:00:00Z,Solar,0
HU,2023-09-04T18:00:00Z,Wind onshore,118.07
HU,2023-09-04T19:00:00Z,Solar,0
HU,2023-09-04T19:00:00Z,Wind onshore,81.1375
HU,2023-09-04T20:00:00Z,Solar,0
HU,2023-09-04T20:00:00Z,Wind onshore,56.4925
HU,2023-09-04T21:00:00Z,Solar,0
HU,2023-09-04T21:00:00Z,Wind onshore,50.2125
HU,2023-09-04T22:00:00Z,Solar,0
HU,2023-09-04T22:00:00Z,Wind onshore,45.325
HU,2023-09-04T23:00:00Z,Solar,0
HU,2023-09-04T23:00:00Z,Wind onshore,41.197500000000005
HU,2023-09-05T00:00:00Z,Solar,0
HU,2023-09-05T00:00:00Z,Wind onshore,30.8675
HU,2023-09-05T01:00:00Z,Solar,0
HU,2023-09-05T01:00:00Z,Wind onshore,27.93
HU,2023-09-05T02:00:00Z,Solar,0
HU,2023-09-05T02:00:00Z,Wind onshore,25.7475
HU,2023-09-05T03:00:00Z,Solar,0.0425
HU,2023-09-05T03:00:00Z,Wind onshore,37
HU,2023-09-05T04:00:00Z,Solar,64.85499999999999
HU,2023-09-05T04:00:00Z,Wind onshore,31.57
HU,2023-09-05T05:00:00Z,Solar,540.9649999999999
HU,2023-09-05T05:00:00Z,Wind onshore,29.3025
HU,2023-09-05T06:00:00Z,Solar,1327.8375
HU,2023-09-05T06:00:00Z,Wind onshore,13.47
HU,2023-09-05T07:00:00Z,Solar,1971.52
HU,2023-09-05T07:00:00Z,Wind onshore,9.83
HU,2023-09-05T08:00:00Z,Solar,2293.7174999999997
HU,2023-09-05T08:00:00Z,Wind onshore,9.0575
HU,2023-09-05T09:00:00Z,Solar,2605.6075
HU,2023-09-05T09:00:00Z,Wind onshore,11.4625
HU,2023-09-05T10:00:00Z,Solar,2615.0925
HU,2023-09-05T10:00:00Z,Wind onshore,10.85
HU,2023-09-05T11:00:00Z,Solar,2498.1075
HU,2023-09-05T11:00:00Z,Wind onshore,9.475
HU,2023-09-05T12:00:00Z,Solar,2261.745
HU,2023-09-05T12:00:00Z,Wind onshore,14.575
HU,2023-09-05T13:00:00Z,Solar,1926.2675
HU,2023-09-05T13:00:00Z,Wind onshore,17.009999999999998
HU,2023-09-05T14:00:00Z,Solar,1376.62
HU,2023-09-05T14:00:00Z,Wind onshore,11.4075
HU,2023-09-05T15:00:00Z,Solar,752.12
HU,2023-09-05T15:00:00Z,Wind onshore,6.045
HU,2023-09-05T16:00:00Z,Solar,166.3
HU,2023-09-05T16:00:00Z,Wind onshore,1.29
HU,2023-09-05T17:00:00Z,Solar,3.775
HU,2023-09-05T17:00:00Z,Wind onshore,3.02
HU,2023-09-05T18:00:00Z,Solar,0
HU,2023-09-05T18:00:00Z,Wind onshore,1.445
HU,2023-09-05T19:00:00Z,Solar,0
HU,2023-09-05T19:00:00Z,Wind onshore,2.0475
HU,2023-09-05T20:00:00Z,Solar,0
HU,2023-09-05T20:00:00Z,Wind onshore,2.595
HU,2023-09-05T21:00:00Z,Solar,0
HU,2023-09-05T21:00:00Z,Wind onshore,1.385
HU,2023-09-05T22:00:00Z,Solar,0
HU,2023-09-05T22:00:00Z,Wind onshore,1.4375
HU,2023-09-05T23:00:00Z,Solar,0
HU,2023-09-05T23:00:00Z,Wind onshore,1.61
HU,2023-09-06T00:00:00Z,Solar,0
HU,2023-09-06T00:00:00Z,Wind onshore,1.435
HU,2023-09-06T01:00:00Z,Solar,0
HU,2023-09-06T01:00:00Z,Wind onshore,1.585
HU,2023-09-06T02:00:00Z,Solar,0
HU,2023-09-06T02:00:00Z,Wind onshore,1.4975
HU,2023-09-06T03:00:00Z,Solar,0.05
HU,2023-09-06T03:00:00Z,Wind onshore,3.775
HU,2023-09-06T04:00:00Z,Solar,66.405
HU,2023-09-06T04:00:00Z,Wind onshore,6.745
HU,2023-09-06T05:00:00Z,Solar,540.4525
HU,2023-09-06T05:00:00Z,Wind onshore,7.0575
HU,2023-09-06T06:00:00Z,Solar,1292.8725
HU,2023-09-06T06:00:00Z,Wind onshore,1.6375
HU,2023-09-06T07:00:00Z,Solar,1938.2375
HU,2023-09-06T07:00:00Z,Wind onshore,0.11
HU,2023-09-06T08:00:00Z,Solar,2344.66
HU,2023-09-06T08:00:00Z,Wind onshore,0.0525
HU,2023-09-06T09:00:00Z,Solar,2591.9075000000003
HU,2023-09-06T09:00:00Z,Wind onshore,0.1875
HU,2023-09-06T10:00:00Z,Solar,2655.33
HU,2023-09-06T10:00:00Z,Wind onshore,0.6925
HU,2023-09-06T11:00:00Z,Solar,2602.1475
HU,2023-09-06T11:00:00Z,Wind onshore,1.3425
HU,2023-09-06T12:00:00Z,Solar,2420.965
HU,2023-09-06T12:00:00Z,Wind onshore,0.7075
HU,2023-09-06T13:00:00Z,Solar,2065.44
HU,2023-09-06T13:00:00Z,Wind onshore,0.245
HU,2023-09-06T14:00:00Z,Solar,1523.6925
HU,2023-09-06T14:00:00Z,Wind onshore,0.2025
HU,2023-09-06T15:00:00Z,Solar,774.38
HU,2023-09-06T15:00:00Z,Wind onshore,0.4325
HU,2023-09-06T16:00:00Z,Solar,161.8475
HU,2023-09-06T16:00:00Z,Wind onshore,0.6675
HU,2023-09-06T17:00:00Z,Solar,3.38
HU,2023-09-06T17:00:00Z,Wind onshore,1.0225
HU,2023-09-06T18:00:00Z,Solar,0
HU,2023-09-06T18:00:00Z,Wind onshore,1.2575
HU,2023-09-06T19:00:00Z,Solar,0
HU,2023-09-06T19:00:00Z,Wind onshore,1.7425000000000002
HU,2023-09-06T20:00:00Z,Solar,0
HU,2023-09-06T20:00:00Z,Wind onshore,1.445
HU,2023-09-06T21:00:00Z,Solar,0
HU,2023-09-06T21:00:00Z,Wind onshore,5.9225
HU,2023-09-06T22:00:00Z,Solar,0
HU,2023-09-06T22:00:00Z,Wind onshore,10.94
HU,2023-09-06T23:00:00Z,Solar,0
HU,2023-09-06T23:00:00Z,Wind onshore,7.6825
HU,2023-09-07T00:00:00Z,Solar,0
HU,2023-09-07T00:00:00Z,Wind onshore,3.6225
HU,2023-09-07T01:00:00Z,Solar,0
HU,2023-09-07T01:00:00Z,Wind onshore,2.6775
HU,2023-09-07T02:00:00Z,Solar,0
HU,2023-09-07T02:00:00Z,Wind onshore,7.005
HU,2023-09-07T03:00:00Z,Solar,0.03
HU,2023-09-07T03:00:00Z,Wind onshore,9.8175
HU,2023-09-07T04:00:00Z,Solar,63.0825
HU,2023-09-07T04:00:00Z,Wind onshore,10.5625
HU,2023-09-07T05:00:00Z,Solar,527.3199999999999
HU,2023-09-07T05:00:00Z,Wind onshore,7.3025
HU,2023-09-07T06:00:00Z,Solar,1296.7875
HU,2023-09-07T06:00:00Z,Wind onshore,1.915
HU,2023-09-07T07:00:00Z,Solar,1930.6
HU,2023-09-07T07:00:00Z,Wind onshore,0.26
HU,2023-09-07T08:00:00Z,Solar,2354.055
HU,2023-09-07T08:00:00Z,Wind onshore,0.295
HU,2023-09-07T09:00:00Z,Solar,2574.915
HU,2023-09-07T09:00:00Z,Wind onshore,0.6625
HU,2023-09-07T10:00:00Z,Solar,2632.71
HU,2023-09-07T10:00:00Z,Wind onshore,1.2075
HU,2023-09-07T11:00:00Z,Solar,2595.795
HU,2023-09-07T11:00:00Z,Wind onshore,1.995
HU,2023-09-07T12:00:00Z,Solar,2398.9425
HU,2023-09-07T12:00:00Z,Wind onshore,2.9725
HU,2023-09-07T13:00:00Z,Solar,2075.485
HU,2023-09-07T13:00:00Z,Wind onshore,2.5075
HU,2023-09-07T14:00:00Z,Solar,1518.92
HU,2023-09-07T14:00:00Z,Wind onshore,3.0325
HU,2023-09-07T15:00:00Z,Solar,751.9775
HU,2023-09-07T15:00:00Z,Wind onshore,2.0775
HU,2023-09-07T16:00:00Z,Solar,152.905
HU,2023-09-07T16:00:00Z,Wind onshore,1.8
HU,2023-09-07T17:00:00Z,Solar,2.845
HU,2023-09-07T17:00:00Z,Wind onshore,1.4325
HU,2023-09-07T18:00:00Z,Solar,0.0025
HU,2023-09-07T18:00:00Z,Wind onshore,4.8475
HU,2023-09-07T19:00:00Z,Solar,0
HU,2023-09-07T19:00:00Z,Wind onshore,13.7625
HU,2023-09-07T20:00:00Z,Solar,0
HU,2023-09-07T20:00:00Z,Wind onshore,17.435000000000002
HU,2023-09-07T21:00:00Z,Solar,0
HU,2023-09-07T21:00:00Z,Wind onshore,23.66
HU,2023-09-07T22:00:00Z,Solar,0
HU,2023-09-07T22:00:00Z,Wind onshore,20.1
HU,2023-09-07T23:00:00Z,Solar,0
HU,2023-09-07T23:00:00Z,Wind onshore,18.195
HU,2023-09-08T00:00:00Z,Solar,0
HU,2023-09-08T00:00:00Z,Wind onshore,14.4075
HU,2023-09-08T01:00:00Z,Solar,0
HU,2023-09-08T01:00:00Z,Wind onshore,6.0675
HU,2023-09-08T02:00:00Z,Solar,0
HU,2023-09-08T02:00:00Z,Wind onshore,4.545
HU,2023-09-08T03:00:00Z,Solar,0.0125
HU,2023-09-08T03:00:00Z,Wind onshore,5.135
HU,2023-09-08T04:00:00Z,Solar,60.177499999999995
HU,2023-09-08T04:00:00Z,Wind onshore,7.94
HU,2023-09-08T05:00:00Z,Solar,506.895
HU,2023-09-08T05:00:00Z,Wind onshore,7.3725
HU,2023-09-08T06:00:00Z,Solar,1270.715
HU,2023-09-08T06:00:00Z,Wind onshore,2.3225
HU,2023-09-08T07:00:00Z,Solar,1950.3
HU,2023-09-08T07:00:00Z,Wind onshore,0.2475
HU,2023-09-08T08:00:00Z,Solar,2400.235
HU,2023-09-08T08:00:00Z,Wind onshore,0.1225
HU,2023-09-08T09:00:00Z,Solar,2638.58
HU,2023-09-08T09:00:00Z,Wind onshore,0.1175
HU,2023-09-08T10:00:00Z,Solar,2710.2625
HU,2023-09-08T10:00:00Z,Wind onshore,0.1275
HU,2023-09-08T11:00:00Z,Solar,2622.625
HU,2023-09-08T11:00:00Z,Wind onshore,0.545
HU,2023-09-08T12:00:00Z,Solar,2403.5950000000003
HU,2023-09-08T12:00:00Z,Wind onshore,0.665
HU,2023-09-08T13:00:00Z,Solar,2013.075
HU,2023-09-08T13:00:00Z,Wind onshore,0.715
HU,2023-09-08T14:00:00Z,Solar,1446.3825
HU,2023-09-08T14:00:00Z,Wind onshore,0.8625
HU,2023-09-08T15:00:00Z,Solar,716.7825
HU,2023-09-08T15:00:00Z,Wind onshore,0.45
HU,2023-09-08T16:00:00Z,Solar,142.33249999999998
HU,2023-09-08T16:00:00Z,Wind onshore,1.6125
HU,2023-09-08T17:00:00Z,Solar,1.97
HU,2023-09-08T17:00:00Z,Wind onshore,7.22
HU,2023-09-08T18:00:00Z,Solar,0
HU,2023-09-08T18:00:00Z,Wind onshore,16.265
HU,2023-09-08T19:00:00Z,Solar,0
HU,2023-09-08T19:00:00Z,Wind onshore,12.805
HU,2023-09-08T20:00:00Z,Solar,0
HU,2023-09-08T20:00:00Z,Wind onshore,6.745
HU,2023-09-08T21:00:00Z,Solar,0
HU,2023-09-08T21:00:00Z,Wind onshore,4.92
HU,2023-09-08T22:00:00Z,Solar,0
HU,2023-09-08T22:00:00Z,Wind onshore,4.225
HU,2023-09-08T23:00:00Z,Solar,0
HU,2023-09-08T23:00:00Z,Wind onshore,6.592499999999999
HU,2023-09-09T00:00:00Z,Solar,0
HU,2023-09-09T00:00:00Z,Wind onshore,4.975
HU,2023-09-09T01:00:00Z,Solar,0
HU,2023-09-09T01:00:00Z,Wind onshore,3.68
HU,2023-09-09T02:00:00Z,Solar,0
HU,2023-09-09T02:00:00Z,Wind onshore,4.1274999999999995
HU,2023-09-09T03:00:00Z,Solar,0.005
HU,2023-09-09T03:00:00Z,Wind onshore,3.73
HU,2023-09-09T04:00:00Z,Solar,58.0825
HU,2023-09-09T04:00:00Z,Wind onshore,2.885
HU,2023-09-09T05:00:00Z,Solar,493.4775
HU,2023-09-09T05:00:00Z,Wind onshore,3.4925
HU,2023-09-09T06:00:00Z,Solar,1252.155
HU,2023-09-09T06:00:00Z,Wind onshore,0.89
HU,2023-09-09T07:00:00Z,Solar,1918.7925
HU,2023-09-09T07:00:00Z,Wind onshore,0.06
HU,2023-09-09T08:00:00Z,Solar,2340.775
HU,2023-09-09T08:00:00Z,Wind onshore,0.01
HU,2023-09-09T09:00:00Z,Solar,2608.805
HU,2023-09-09T09:00:00Z,Wind onshore,0.1075
HU,2023-09-09T10:00:00Z,Solar,2657.7925
HU,2023-09-09T10:00:00Z,Wind onshore,0.7025
HU,2023-09-09T11:00:00Z,Solar,2632.4225
HU,2023-09-09T11:00:00Z,Wind onshore,0.9225
HU,2023-09-09T12:00:00Z,Solar,2395.1875
HU,2023-09-09T12:00:00Z,Wind onshore,1.105
HU,2023-09-09T13:00:00Z,Solar,2015.7975
HU,2023-09-09T13:00:00Z,Wind onshore,1.3175
HU,2023-09-09T14:00:00Z,Solar,1422.3175
HU,2023-09-09T14:00:00Z,Wind onshore,1.1875
HU,2023-09-09T15:00:00Z,Solar,685.16
HU,2023-09-09T15:00:00Z,Wind onshore,0.75
HU,2023-09-09T16:00:00Z,Solar,133.04
HU,2023-09-09T16:00:00Z,Wind onshore,2.0725
HU,2023-09-09T17:00:00Z,Solar,1.4349999999999998
HU,2023-09-09T17:00:00Z,Wind onshore,5.2025
HU,2023-09-09T18:00:00Z,Solar,0
HU,2023-09-09T18:00:00Z,Wind onshore,6.98
HU,2023-09-09T19:00:00Z,Solar,0
HU,2023-09-09T19:00:00Z,Wind onshore,7.4
HU,2023-09-09T20:00:00Z,Solar,0
HU,2023-09-09T20:00:00Z,Wind onshore,9.3
HU,2023-09-09T21:00:00Z,Solar,0
HU,2023-09-09T21:00:00Z,Wind onshore,9.6925
HU,2023-09-09T22:00:00Z,Solar,0
HU,2023-09-09T22:00:00Z,Wind onshore,6.35
HU,2023-09-09T23:00:00Z,Solar,0
HU,2023-09-09T23:00:00Z,Wind onshore,2.8625
HU,2023-09-10T00:00:00Z,Solar,0
HU,2023-09-10T00:00:00Z,Wind onshore,2.955
HU,2023-09-10T01:00:00Z,Solar,0
HU,2023-09-10T01:00:00Z,Wind onshore,4.2725
HU,2023-09-10T02:00:00Z,Solar,0
HU,2023-09-10T02:00:00Z,Wind onshore,5.7775
HU,2023-09-10T03:00:00Z,Solar,0.0025
HU,2023-09-10T03:00:00Z,Wind onshore,5.3025
HU,2023-09-10T04:00:00Z,Solar,55.9225
HU,2023-09-10T04:00:00Z,Wind onshore,5.235
HU,2023-09-10T05:00:00Z,Solar,476.3325
HU,2023-09-10T05:00:00Z,Wind onshore,5.605
HU,2023-09-10T06:00:00Z,Solar,1222.875
HU,2023-09-10T06:00:00Z,Wind onshore,2.7025
HU,2023-09-10T07:00:00Z,Solar,1886.56
HU,2023-09-10T07:00:00Z,Wind onshore,1.97
HU,2023-09-10T08:00:00Z,Solar,2320.585
HU,2023-09-10T08:00:00Z,Wind onshore,2.5825
HU,2023-09-10T09:00:00Z,Solar,2576.59
HU,2023-09-10T09:00:00Z,Wind onshore,4.63
HU,2023-09-10T10:00:00Z,Solar,2670.09
HU,2023-09-10T10:00:00Z,Wind onshore,6.0475
HU,2023-09-10T11:00:00Z,Solar,2610.0375
HU,2023-09-10T11:00:00Z,Wind onshore,7.7975
HU,2023-09-10T12:00:00Z,Solar,2395.2375
HU,2023-09-10T12:00:00Z,Wind onshore,8.4575
HU,2023-09-10T13:00:00Z,Solar,1996.785
HU,2023-09-10T13:00:00Z,Wind onshore,8.735
HU,2023-09-10T14:00:00Z,Solar,1406.345
HU,2023-09-10T14:00:00Z,Wind onshore,8.0875
HU,2023-09-10T15:00:00Z,Solar,667.45
HU,2023-09-10T15:00:00Z,Wind onshore,7.1575
HU,2023-09-10T16:00:00Z,Solar,122.0775
HU,2023-09-10T16:00:00Z,Wind onshore,5.105
HU,2023-09-10T17:00:00Z,Solar,0.9275
HU,2023-09-10T17:00:00Z,Wind onshore,10.1175
HU,2023-09-10T18:00:00Z,Solar,0
HU,2023-09-10T18:00:00Z,Wind onshore,22.335
HU,2023-09-10T19:00:00Z,Solar,0
HU,2023-09-10T19:00:00Z,Wind onshore,29.135
HU,2023-09-10T20:00:00Z,Solar,0
HU,2023-09-10T20:00:00Z,Wind onshore,23.445
HU,2023-09-10T21:00:00Z,Solar,0
HU,2023-09-10T21:00:00Z,Wind onshore,18.4325
HU,2023-09-10T22:00:00Z,Solar,0
HU,2023-09-10T22:00:00Z,Wind onshore,14.135
HU,2023-09-10T23:00:00Z,Solar,0
HU,2023-09-10T23:00:00Z,Wind onshore,11.675
HU,2023-09-11T00:00:00Z,Solar,0
HU,2023-09-11T00:00:00Z,Wind onshore,10.755
HU,2023-09-11T01:00:00Z,Solar,0
HU,2023-09-11T01:00:00Z,Wind onshore,8.9875
HU,2023-09-11T02:00:00Z,Solar,0
HU,2023-09-11T02:00:00Z,Wind onshore,12.1
HU,2023-09-11T03:00:00Z,Solar,0
HU,2023-09-11T03:00:00Z,Wind onshore,10.8225
HU,2023-09-11T04:00:00Z,Solar,52.125
HU,2023-09-11T04:00:00Z,Wind onshore,3.3325
HU,2023-09-11T05:00:00Z,Solar,460.185
HU,2023-09-11T05:00:00Z,Wind onshore,2.0675
HU,2023-09-11T06:00:00Z,Solar,1189.1875
HU,2023-09-11T06:00:00Z,Wind onshore,3.1675
HU,2023-09-11T07:00:00Z,Solar,1824.215
HU,2023-09-11T07:00:00Z,Wind onshore,1.3125
HU,2023-09-11T08:00:00Z,Solar,2247.2775
HU,2023-09-11T08:00:00Z,Wind onshore,0.2775
HU,2023-09-11T09:00:00Z,Solar,2490.625
HU,2023-09-11T09:00:00Z,Wind onshore,3.0525
HU,2023-09-11T10:00:00Z,Solar,2567.26
HU,2023-09-11T10:00:00Z,Wind onshore,12
HU,2023-09-11T11:00:00Z,Solar,2506.915
HU,2023-09-11T11:00:00Z,Wind onshore,13.3525
HU,2023-09-11T12:00:00Z,Solar,2289.715
HU,2023-09-11T12:00:00Z,Wind onshore,11.2425
HU,2023-09-11T13:00:00Z,Solar,1919.24
HU,2023-09-11T13:00:00Z,Wind onshore,9.66
HU,2023-09-11T14:00:00Z,Solar,1353.555
HU,2023-09-11T14:00:00Z,Wind onshore,9.3375
HU,2023-09-11T15:00:00Z,Solar,627.245
HU,2023-09-11T15:00:00Z,Wind onshore,10.0725
HU,2023-09-11T16:00:00Z,Solar,113.59
HU,2023-09-11T16:00:00Z,Wind onshore,9.31
HU,2023-09-11T17:00:00Z,Solar,0.5974999999999999
HU,2023-09-11T17:00:00Z,Wind onshore,9.28
HU,2023-09-11T18:00:00Z,Solar,0
HU,2023-09-11T18:00:00Z,Wind onshore,11.68
HU,2023-09-11T19:00:00Z,Solar,0
HU,2023-09-11T19:00:00Z,Wind onshore,20.76
HU,2023-09-11T20:00:00Z,Solar,0
HU,2023-09-11T20:00:00Z,Wind onshore,24.56
HU,2023-09-11T21:00:00Z,Solar,0
HU,2023-09-11T21:00:00Z,Wind onshore,18.985
HU,2023-09-11T22:00:00Z,Solar,0
HU,2023-09-11T22:00:00Z,Wind onshore,11.8
HU,2023-09-11T23:00:00Z,Solar,0
HU,2023-09-11T23:00:00Z,Wind onshore,7.9
HU,2023-09-12T00:00:00Z,Solar,0
HU,2023-09-12T00:00:00Z,Wind onshore,8.565
HU,2023-09-12T01:00:00Z,Solar,0
HU,2023-09-12T01:00:00Z,Wind onshore,9.0225
HU,2023-09-12T02:00:00Z,Solar,0
HU,2023-09-12T02:00:00Z,Wind onshore,3.335
HU,2023-09-12T03:00:00Z,Solar,0
HU,2023-09-12T03:00:00Z,Wind onshore,1.04
HU,2023-09-12T04:00:00Z,Solar,46.8825
HU,2023-09-12T04:00:00Z,Wind onshore,2.9725
HU,2023-09-12T05:00:00Z,Solar,447.2725
HU,2023-09-12T05:00:00Z,Wind onshore,18.8475
HU,2023-09-12T06:00:00Z,Solar,1160.86
HU,2023-09-12T06:00:00Z,Wind onshore,12.15
HU,2023-09-12T07:00:00Z,Solar,1788.635
HU,2023-09-12T07:00:00Z,Wind onshore,0.9075
HU,2023-09-12T08:00:00Z,Solar,2220.2825
HU,2023-09-12T08:00:00Z,Wind onshore,3.095
HU,2023-09-12T09:00:00Z,Solar,2468.22
HU,2023-09-12T09:00:00Z,Wind onshore,15.0975
HU,2023-09-12T10:00:00Z,Solar,2549.6375
HU,2023-09-12T10:00:00Z,Wind onshore,22.715
HU,2023-09-12T11:00:00Z,Solar,2485.11
HU,2023-09-12T11:00:00Z,Wind onshore,26.655
HU,2023-09-12T12:00:00Z,Solar,2268.255
HU,2023-09-12T12:00:00Z,Wind onshore,21.555
HU,2023-09-12T13:00:00Z,Solar,1895.8725
HU,2023-09-12T13:00:00Z,Wind onshore,17.745
HU,2023-09-12T14:00:00Z,Solar,1285.2075
HU,2023-09-12T14:00:00Z,Wind onshore,14.525
HU,2023-09-12T15:00:00Z,Solar,558.2075
HU,2023-09-12T15:00:00Z,Wind onshore,10.6625
HU,2023-09-12T16:00:00Z,Solar,97.18
HU,2023-09-12T16:00:00Z,Wind onshore,10.565
HU,2023-09-12T17:00:00Z,Solar,0.5525
HU,2023-09-12T17:00:00Z,Wind onshore,16.19
HU,2023-09-12T18:00:00Z,Solar,0
HU,2023-09-12T18:00:00Z,Wind onshore,20.715
HU,2023-09-12T19:00:00Z,Solar,0
HU,2023-09-12T19:00:00Z,Wind onshore,19.345
HU,2023-09-12T20:00:00Z,Solar,0
HU,2023-09-12T20:00:00Z,Wind onshore,22.01
HU,2023-09-12T21:00:00Z,Solar,0
HU,2023-09-12T21:00:00Z,Wind onshore,19.28
HU,2023-09-12T22:00:00Z,Solar,0
HU,2023-09-12T22:00:00Z,Wind onshore,15.655
HU,2023-09-12T23:00:00Z,Solar,0
HU,2023-09-12T23:00:00Z,Wind onshore,22.61
HU,2023-09-13T00:00:00Z,Solar,0
HU,2023-09-13T00:00:00Z,Wind onshore,19.4625
HU,2023-09-13T01:00:00Z,Solar,0
HU,2023-09-13T01:00:00Z,Wind onshore,13.3975
HU,2023-09-13T02:00:00Z,Solar,0
HU,2023-09-13T02:00:00Z,Wind onshore,5.78
HU,2023-09-13T03:00:00Z,Solar,0.005
HU,2023-09-13T03:00:00Z,Wind onshore,4.6175
HU,2023-09-13T04:00:00Z,Solar,41.5975
HU,2023-09-13T04:00:00Z,Wind onshore,3.61
HU,2023-09-13T05:00:00Z,Solar,446.37
HU,2023-09-13T05:00:00Z,Wind onshore,2.4325
HU,2023-09-13T06:00:00Z,Solar,1165.7925
HU,2023-09-13T06:00:00Z,Wind onshore,1.1275
HU,2023-09-13T07:00:00Z,Solar,1784.1525
HU,2023-09-13T07:00:00Z,Wind onshore,0.5325
HU,2023-09-13T08:00:00Z,Solar,2185.5775
HU,2023-09-13T08:00:00Z,Wind onshore,0.635
HU,2023-09-13T09:00:00Z,Solar,2429.4675
HU,2023-09-13T09:00:00Z,Wind onshore,0.1925
HU,2023-09-13T10:00:00Z,Solar,2488.6549999999997
HU,2023-09-13T10:00:00Z,Wind onshore,1.105
HU,2023-09-13T11:00:00Z,Solar,2408.2725
HU,2023-09-13T11:00:00Z,Wind onshore,0.9975
HU,2023-09-13T12:00:00Z,Solar,2153.25
HU,2023-09-13T12:00:00Z,Wind onshore,0.5575
HU,2023-09-13T13:00:00Z,Solar,1696.02
HU,2023-09-13T13:00:00Z,Wind onshore,0.945
HU,2023-09-13T14:00:00Z,Solar,1068.5475
HU,2023-09-13T14:00:00Z,Wind onshore,3.095
HU,2023-09-13T15:00:00Z,Solar,441.3875
HU,2023-09-13T15:00:00Z,Wind onshore,4.4399999999999995
HU,2023-09-13T16:00:00Z,Solar,64.34
HU,2023-09-13T16:00:00Z,Wind onshore,2.6225
HU,2023-09-13T17:00:00Z,Solar,0.0975
HU,2023-09-13T17:00:00Z,Wind onshore,28.58
HU,2023-09-13T18:00:00Z,Solar,0
HU,2023-09-13T18:00:00Z,Wind onshore,65.6625
HU,2023-09-13T19:00:00Z,Solar,0
HU,2023-09-13T19:00:00Z,Wind onshore,105.4625
HU,2023-09-13T20:00:00Z,Solar,0
HU,2023-09-13T20:00:00Z,Wind onshore,124.4125
HU,2023-09-13T21:00:00Z,Solar,0
HU,2023-09-13T21:00:00Z,Wind onshore,94.1575
HU,2023-09-13T22:00:00Z,Solar,0
HU,2023-09-13T22:00:00Z,Wind onshore,58.02
HU,2023-09-13T23:00:00Z,Solar,0
HU,2023-09-13T23:00:00Z,Wind onshore,79.5275
HU,2023-09-14T00:00:00Z,Solar,0
HU,2023-09-14T00:00:00Z,Wind onshore,41.44
HU,2023-09-14T01:00:00Z,Solar,0
HU,2023-09-14T01:00:00Z,Wind onshore,48.935
HU,2023-09-14T02:00:00Z,Solar,0
HU,2023-09-14T02:00:00Z,Wind onshore,65.7375
HU,2023-09-14T03:00:00Z,Solar,0
HU,2023-09-14T03:00:00Z,Wind onshore,77.85
HU,2023-09-14T04:00:00Z,Solar,28.6325
HU,2023-09-14T04:00:00Z,Wind onshore,76.355
HU,2023-09-14T05:00:00Z,Solar,256.9175
HU,2023-09-14T05:00:00Z,Wind onshore,76.39
HU,2023-09-14T06:00:00Z,Solar,686.495
HU,2023-09-14T06:00:00Z,Wind onshore,84.405
HU,2023-09-14T07:00:00Z,Solar,1229.2075
HU,2023-09-14T07:00:00Z,Wind onshore,83.7225
HU,2023-09-14T08:00:00Z,Solar,1469.04
HU,2023-09-14T08:00:00Z,Wind onshore,93.18
HU,2023-09-14T09:00:00Z,Solar,1495.2
HU,2023-09-14T09:00:00Z,Wind onshore,96.5425
HU,2023-09-14T10:00:00Z,Solar,1276.6375
HU,2023-09-14T10:00:00Z,Wind onshore,123.1675
HU,2023-09-14T11:00:00Z,Solar,1178.29
HU,2023-09-14T11:00:00Z,Wind onshore,147.14
HU,2023-09-14T12:00:00Z,Solar,922.055
HU,2023-09-14T12:00:00Z,Wind onshore,120.685
HU,2023-09-14T13:00:00Z,Solar,732.48
HU,2023-09-14T13:00:00Z,Wind onshore,117.5325
HU,2023-09-14T14:00:00Z,Solar,526.895
HU,2023-09-14T14:00:00Z,Wind onshore,99.1125
