date,price_eur
2022-09-06,79.94493846817932
2022-09-07,79.39623151420983
2022-09-08,76.5082539319992
2022-09-12,82.12377549480698
2022-09-13,79.69813568150948
2022-09-14,81.98663786668021
2022-09-15,81.51117235728452
2022-09-20,80.08862864273942
2022-09-21,78.89092873447953
2022-09-22,79.19034983282472
2022-09-26,77.40387549183652
2022-09-27,75.03767784568481
2022-09-28,71.88134710194936
2022-09-29,74.08312451064376
2022-10-03,75.00608861067121
2022-10-04,76.38701743501588
2022-10-05,75.77306408536788
2022-10-06,77.7762572949432
2022-10-10,75.24076484549369
2022-10-11,73.92339162848475
2022-10-12,75.16856444742734
2022-10-13,78.58652705418353
2022-10-17,76.65320742354015
2022-10-18,76.90597584558418
2022-10-19,76.46177527710188
2022-10-20,75.70986963028736
2022-10-24,81.65447075823977
2022-10-25,87.42702814788208
2022-10-26,85.83527701557614
2022-10-27,91.6716198307131
2022-10-31,91.72704493407582
2022-11-01,87.8805776847912
2022-11-02,88.23099157500747
2022-11-03,87.77994983970166
2022-11-04,86.54812935683913
2022-11-07,87.8693208694458
2022-11-08,86.48837847721097
2022-11-09,82.54703095437617
2022-11-10,82.02785268118896
2022-11-11,85.68559051719512
2022-11-14,84.72639292080385
2022-11-15,86.34990034852308
2022-11-16,83.1831451880571
2022-11-17,81.8372561539536
2022-11-18,81.5420588850975
2022-11-21,84.71959866569523
2022-11-22,84.2962668063301
2022-11-23,86.61457022557443
2022-11-24,89.96074143890473
2022-11-25,90.65337451509548
2022-11-28,90.43710029704744
2022-11-29,92.8735302839832
2022-11-30,97.2508988107129
2022-12-01,97.31832041900634
2022-12-02,101.05107802535532
2022-12-05,101.0965277372743
2022-12-06,100.77294326252196
2022-12-07,101.3006465288454
2022-12-08,101.86638947373012
2022-12-09,100.21795319414196
2022-12-12,103.53429275287908
2022-12-13,102.29165147436106
2022-12-14,99.6002417831478
2022-12-15,98.16648727510074
2022-12-16,94.50723923042916
2022-12-19,95.56850387982196
2022-12-20,98.01712939062509
2022-12-21,96.07187995839833
2022-12-22,97.0807687316992
2022-12-23,97.11356648196032
2022-12-28,92.87376454758488
2022-12-29,91.16980266378596
2022-12-30,91.52855361882212
2023-01-03,89.79755892348112
2023-01-04,83.85506735137551
2023-01-05,85.53332405486071
2023-01-06,83.63731230704616
2023-01-09,89.10551496830067
2023-01-10,87.94907659209912
2023-01-11,85.27284168176266
2023-01-12,86.46925194170763
2023-01-13,85.5939407978367
2023-01-16,83.90357318144925
2023-01-17,85.71779129984952
2023-01-18,90.8175624016876
2023-01-19,92.22503868873537
2023-01-20,93.21806943416595
2023-01-23,93.04203097278332
2023-01-24,90.00807400520898
2023-01-25,92.04786367229462
2023-01-26,97.04001898105616
2023-01-27,97.42241361609832
2023-01-30,98.20415026177216
2023-01-31,101.7422385138916
2023-02-01,103.53189083601684
2023-02-02,100.36787357926367
2023-02-03,100.53572450211324
2023-02-06,97.15128465540693
2023-02-07,97.19751571145024
2023-02-08,96.95981811063756
2023-02-09,98.2307225834702
2023-02-10,100.5273649679566
2023-02-13,99.6874711853252
2023-02-14,99.66554442909546
2023-02-15,102.88260423308202
2023-02-16,105.3026509458732
2023-02-17,103.58045757629225
2023-02-20,106.21171418940868
2023-02-21,108.45642194151878
2023-02-22,105.00834603195564
2023-02-23,105.2442799153996
2023-02-24,105.640800415762
2023-02-27,108.6355476040153
2023-02-28,108.03862279062196
2023-03-01,105.1314431270821
2023-03-02,100.08972259655091
2023-03-03,99.24237971374168
2023-03-06,100.74418867378154
2023-03-07,102.94349527910708
2023-03-08,104.87797802089516
2023-03-09,106.42692082606936
2023-03-10,107.90217488708733
2023-03-13,105.82243204391398
2023-03-14,100.8067385747454
2023-03-15,96.77415694362752
2023-03-16,96.00652439717852
2023-03-17,95.55105555236878
2023-03-20,95.9428522690705
2023-03-21,99.1028838403372
2023-03-22,97.38152778469156
2023-03-23,100.61736815908807
2023-03-24,95.71394222205528
2023-03-27,95.68244846832386
2023-03-28,97.6144623266373
2023-03-29,98.25762192164802
2023-03-30,99.04134729616273
2023-04-03,104.74332096697616
2023-04-04,104.25380352682625
2023-04-05,106.11362459916108
2023-04-06,105.73918326518104
2023-04-11,107.3908957486019
2023-04-12,104.84463023040009
2023-04-13,102.85965574733837
2023-04-17,101.17428258607106
2023-04-18,103.96853857894894
2023-04-19,103.29607932872386
2023-04-20,100.16775808019884
2023-04-24,96.39753445751194
2023-04-25,94.25931576126096
2023-04-26,93.08040040966988
2023-04-27,93.80385680211477
2023-05-02,96.51800548736357
2023-05-03,93.01038824263289
2023-05-04,93.05344324301768
2023-05-09,96.12203065499124
2023-05-10,98.82595069066156
2023-05-11,97.74537791528928
2023-05-15,96.5093261070042
2023-05-16,98.38922535393068
2023-05-17,98.12057239028944
2023-05-18,100.03959603067506
2023-05-22,97.41176957582866
2023-05-23,94.8482537120126
2023-05-24,94.12262403332898
2023-05-25,91.87091275910645
2023-05-30,89.71739569223791
2023-05-31,91.1310227507438
2023-06-01,88.75940413531498
2023-06-05,92.44099946088228
2023-06-06,91.49735700396924
2023-06-07,93.84118875861168
2023-06-08,94.48547768592834
2023-06-12,98.0172965962447
2023-06-13,101.77671215081864
2023-06-14,104.78711418259628
2023-06-15,105.35088521241778
2023-06-19,104.1075922573782
2023-06-20,106.94976997375488
2023-06-21,101.79681792984866
2023-06-22,101.17916235244412
2023-06-26,96.900541141571
2023-06-27,99.6492711469391
2023-06-28,97.888405024848
2023-06-29,98.55319586318546
2023-07-03,98.12231214827534
2023-07-04,98.52014728167342
2023-07-05,96.98714251492038
2023-07-06,96.91446682389142
2023-07-10,97.0930471703823
2023-07-11,98.49943709187028
2023-07-12,96.52542513443768
2023-07-13,96.95564904731508
2023-07-17,97.3747706201575
2023-07-18,98.72373886455534
2023-07-19,99.19612483726996
2023-07-20,101.52080063111951
2023-07-24,101.91506312767252
2023-07-25,103.7949656676392
2023-07-26,102.39247711283495
2023-07-27,102.4662509573318
2023-07-31,97.83957475950228
2023-08-01,94.95655156009616
2023-08-02,93.84926509857178
2023-08-03,95.0626053661108
2023-08-07,93.38682759455968
2023-08-08,95.03092482163991
2023-08-09,94.15199856913932
2023-08-10,94.74270552775216
2023-08-14,99.17015945624736
2023-08-15,98.13431897516512
2023-08-16,100.08576538131092
2023-08-17,100.9700340075924
2023-08-21,99.7814257101727
2023-08-22,102.37098663792494
2023-08-23,100.02704495943908
2023-08-24,96.44734298644836
2023-08-29,95.76505398750304
2023-08-30,96.9983260732406
2023-08-31,97.41619862303924
2023-09-04,95.4401761327972
2023-09-05,95.39836058631136
2023-09-06,94.85854644084613
2023-09-07,94.1836524724722
2023-09-11,92.4617844032564
2023-09-12,91.41378982906916
2023-09-13,93.9366209228865
2023-09-14,94.17880901980789
2023-09-18,90.93665970542042
2023-09-19,91.67347059854728
2023-09-20,93.11057325078582
2023-09-21,94.63411497565356
2023-09-25,95.44040539664364
2023-09-26,92.51070642817558
2023-09-27,92.50218133917042
2023-09-28,93.07821752758171
2023-10-02,90.90629949189588
2023-10-03,89.63848090542797
2023-10-04,92.08954644678217
2023-10-05,90.82230250949851
2023-10-09,92.21117545030212
2023-10-10,95.97347478549727
2023-10-11,94.70500614941012
2023-10-12,96.27839163228508
2023-10-16,95.05579711878454
2023-10-17,92.6266617372894
2023-10-18,92.09470892066749
2023-10-19,91.31554523404702
2023-10-23,90.26566226131216
2023-10-24,90.34851817043456
2023-10-25,89.56740788658317
2023-10-26,89.02735412120819
2023-10-30,88.20458582964784
2023-10-31,88.46129082924017
2023-11-01,88.06887211386584
2023-11-02,88.80099565094224
2023-11-03,86.89034735350833
2023-11-06,85.59539732336998
2023-11-07,84.91115482216628
2023-11-08,84.90125196658028
2023-11-09,87.02752402009901
2023-11-10,88.01546508349384
2023-11-13,86.39045780510787
2023-11-14,88.18147908141327
2023-11-15,89.65453508919018
2023-11-16,86.2317474275369
2023-11-17,85.40530227323688
2023-11-20,85.74617363041307
2023-11-21,84.58487058886567
2023-11-22,84.44061009363486
2023-11-23,86.13436989857382
2023-11-24,86.23197603716471
2023-11-27,82.32788177172279
2023-11-28,82.31349403339391
2023-11-29,80.21357847502986
2023-11-30,80.35340748972249
2023-12-01,82.49536940845792
2023-12-04,80.66118836581882
2023-12-05,78.44892315159996
2023-12-06,79.1375287687988
2023-12-07,79.7063022268594
2023-12-08,78.62412466187288
2023-12-11,77.13619364807892
2023-12-12,77.94509057111554
2023-12-13,78.63469914196321
2023-12-14,75.76450606504659
2023-12-15,76.37892398997792
2023-12-18,78.85004486707294
2023-12-19,78.54134594860079
2023-12-20,82.54530622153834
2023-12-21,84.93145442855166
2023-12-22,85.9335157604055
2023-12-27,86.41847479689022
2023-12-28,87.25067268011298
2023-12-29,88.117573341774
2024-01-02,82.90284154277106
2024-01-03,84.577553563945
2024-01-04,82.76466482791693
2024-01-05,83.58431002437464
2024-01-08,79.26271761029057
2024-01-09,79.4010408565482
2024-01-10,76.68311611550598
2024-01-11,74.60001353425832
2024-01-12,72.24505112932093
2024-01-15,73.81434110118562
2024-01-16,71.92588519649507
2024-01-17,69.50151818072118
2024-01-18,69.78728501332625
2024-01-19,70.03179090932463
2024-01-22,69.18450570253754
2024-01-23,69.5994474189547
2024-01-24,72.60187971736514
2024-01-25,69.84735357835962
2024-01-26,70.26596690433962
2024-01-29,68.53863057330227
2024-01-30,70.91371582177635
2024-01-31,71.25956670380401
2024-02-01,69.23997104753153
2024-02-02,70.46619207692811
2024-02-05,71.26294305803412
2024-02-06,70.42805004763795
2024-02-07,69.35937394147186
2024-02-08,67.40377242543036
2024-02-09,65.15640194193975
2024-02-12,63.0216592218153
2024-02-13,62.50063505187609
2024-02-14,62.97205689818384
2024-02-15,64.62804125189359
2024-02-16,63.259562410148646
2024-02-19,59.21666736482621
2024-02-20,60.03295606140955
2024-02-21,60.83977326784134
2024-02-22,58.29572788411042
2024-02-23,58.08321823915958
2024-02-26,59.7749844019836
2024-02-27,61.95062464843386
2024-02-28,64.29361018532563
2024-02-29,62.00009883180246
2024-03-01,62.69157137517686
2024-03-04,63.265324364366734
2024-03-05,66.78668235474925
2024-03-06,66.14782030630977
2024-03-07,65.8546130729328
2024-03-08,64.911898912178
2024-03-11,62.598164363082105
2024-03-12,62.98132930819702
2024-03-13,62.13913054377099
2024-03-14,64.64190518899613
2024-03-15,66.74984729290009
2024-03-18,68.03087782574221
2024-03-19,68.02132015628513
2024-03-20,67.50362554321327
2024-03-21,65.95268698036762
2024-03-22,68.17005068063736
2024-03-25,71.79663626619913
2024-03-26,70.54057723283768
2024-03-27,69.15229122825622
2024-03-28,68.83300305436023
2024-04-02,65.73356528820113
2024-04-03,67.26162932813168
2024-04-04,65.0478988848713
2024-04-08,70.50344909019941
2024-04-09,71.08760413142909
2024-04-10,69.9148168881884
2024-04-11,76.33542092974767
2024-04-15,79.03886661605065
2024-04-16,82.71237197639857
2024-04-17,78.07200378228299
2024-04-18,79.94950434815291
2024-04-22,73.30042642354965
2024-04-23,73.46289694100096
2024-04-24,74.17874086860866
2024-04-25,76.07628124952316
2024-04-29,73.60934275393447
2024-04-30,76.95089049695889
2024-05-01,75.50796557856847
2024-05-02,81.2366179158289
2024-05-07,78.64597740082445
2024-05-08,79.80663352569536
2024-05-09,81.56314551115429
2024-05-13,77.76759370362743
2024-05-14,78.19280151915609
2024-05-15,77.4425101936913
2024-05-16,78.21058873041693
2024-05-20,82.92250071186754
2024-05-21,85.23857817999851
2024-05-22,85.6678385809937
2024-05-23,85.21061639507298
2024-05-28,84.13912016635095
2024-05-29,83.26441598741894
2024-05-30,84.73245276510715
2024-06-03,83.28601047109987
2024-06-04,81.7996236074423
2024-06-05,81.02211570327381
2024-06-06,80.69233296521725
2024-06-10,80.49552893341661
2024-06-11,79.99463116318657
2024-06-12,80.46765388807307
2024-06-13,80.9069978534726
2024-06-17,77.34229712212618
2024-06-18,77.36549885374097
2024-06-19,79.52798244416044
2024-06-20,78.32023553957879
2024-06-24,76.22705317622604
2024-06-25,77.05778193412698
2024-06-26,76.27173015172957
2024-06-27,75.64460850434261
2024-07-01,76.7670689393417
2024-07-02,79.98274091505664
2024-07-03,79.9449736575989
2024-07-04,79.46222009039502
2024-07-08,78.17861320800694
2024-07-09,77.6225794776592
2024-07-10,77.77710231584933
2024-07-11,77.96957873252813
2024-07-15,77.16988844103525
2024-07-16,77.11200733947771
2024-07-17,76.19566566761023
2024-07-18,75.77805501619605
2024-07-22,73.74844316960298
2024-07-23,74.92735144640392
2024-07-24,78.70924436652604
2024-07-25,76.08735647628782
2024-07-29,78.38486857093812
2024-07-30,77.97473025526415
2024-07-31,79.13729024263375
2024-08-01,80.67702713608742
2024-08-05,77.28620546458842
2024-08-06,78.1074561918831
2024-08-07,79.34878583537284
2024-08-08,79.75664470125957
2024-08-12,81.55591338001977
2024-08-13,80.53281847177277
2024-08-14,80.36874048540267
2024-08-15,80.98793594598465
2024-08-19,82.32716200890536
2024-08-20,82.44872899927668
2024-08-21,81.93558306044724
2024-08-22,81.30174069982604
2024-08-27,81.89963230995636
2024-08-28,81.04829010943286
2024-08-29,81.56444032882882
2024-09-02,80.860189333971
2024-09-03,78.21605275239563
2024-09-04,76.93100645403774
2024-09-05,76.0629812679581
2024-09-09,76.04239917335508
2024-09-10,75.38553673712158
2024-09-11,75.79774181008906
2024-09-12,74.90226115998848
2024-09-16,73.30540961359566
2024-09-17,74.03047567260819
2024-09-18,73.20063906908035
2024-09-19,72.27890418507559
2024-09-23,74.27408212884711
2024-09-24,74.14269663355253
2024-09-25,75.54192972919282
2024-09-26,75.56219673156738
2024-09-30,75.96860759877018
2024-10-01,74.16156259203626
2024-10-02,73.32318521409934
2024-10-03,71.95285543896671
2024-10-07,71.57363970707411
2024-10-08,69.90862917063896
2024-10-09,72.38409940059319
2024-10-10,75.07086925412295
2024-10-14,76.28775922831346
2024-10-15,75.33521630511177
2024-10-16,73.54052935680238
2024-10-17,73.71202673563948
2024-10-21,71.84696750226976
2024-10-22,72.99588448712802
2024-10-23,75.1332544228917
2024-10-24,77.53777343278489
2024-10-28,77.17842453741468
2024-10-29,80.56628692509003
2024-10-30,76.67048759879071
2024-10-31,74.68267995660972
2024-11-01,73.53082945924052
2024-11-04,75.29475375766697
2024-11-05,74.21140967330757
2024-11-06,73.84849593403851
2024-11-07,76.55423427103324
2024-11-08,79.2006803556369
2024-11-11,79.31664081320196
2024-11-12,78.87091319581032
2024-11-13,77.19190717025776
2024-11-14,79.65879758950723
2024-11-15,79.02047290277551
2024-11-18,80.66382207872448
2024-11-19,79.6622959907827
2024-11-20,79.72348864456853
2024-11-21,81.38843288487624
2024-11-22,80.70559799048988
2024-11-25,81.5899986601753
2024-11-26,80.6783701890754
2024-11-27,79.53181480701824
2024-11-28,79.13999948263154
2024-11-29,79.96712244652372
2024-12-02,80.4833613476294
2024-12-03,80.22942088532727
2024-12-04,79.62839164498291
2024-12-05,78.98819090181041
2024-12-06,80.2127169139003
2024-12-09,77.79360079537673
2024-12-10,80.13760294188432
2024-12-11,81.19533259081709
2024-12-12,78.1861835065065
2024-12-13,76.12535796062093
2024-12-16,73.86500386487387
2024-12-17,73.32568808715132
2024-12-18,74.1356466549837
2024-12-19,77.70746894590775
2024-12-20,77.31679165363312
2024-12-23,78.90182935908888
2024-12-24,79.0261723240701
2024-12-27,81.1603896798033
2024-12-30,81.59260399645063
2024-12-31,82.72856854600832
2025-01-02,85.78348569455557
2025-01-03,86.51098594708856
2025-01-06,84.6872577897957
2025-01-07,84.4830896705389
2025-01-08,82.18208369440072
2025-01-09,83.23965023156052
2025-01-10,84.61018889005572
2025-01-13,86.14741664080793
2025-01-14,86.27094137460881
2025-01-15,87.54861809834983
2025-01-16,87.98745977006729
2025-01-17,88.97948344201359
2025-01-20,89.27533108198622
2025-01-21,89.13712541913355
2025-01-22,88.68714194602126
2025-01-23,90.35315217077732
2025-01-24,91.5254509277138
2025-01-27,89.1384884158706
2025-01-28,90.63350735794756
2025-01-29,93.88292594427185
2025-01-30,93.19387210344668
2025-01-31,94.80499597274591
2025-02-03,92.0143312803748
2025-02-04,91.95436750944282
2025-02-05,92.37427735226449
2025-02-06,93.15596978499345
2025-02-07,93.50105908124532
2025-02-10,94.21902724549363
2025-02-11,93.76152159357298
2025-02-12,91.68692788153749
2025-02-13,88.7688355882301
2025-02-14,90.7294662897766
2025-02-17,87.9283481601924
2025-02-18,86.02801886722955
2025-02-19,85.07148003540351
2025-02-20,83.28438960546737
2025-02-21,84.45387251190823
2025-02-24,84.44283391118915
2025-02-25,81.84187681614458
2025-02-26,81.4641338245583
2025-02-27,83.52980497950557
2025-02-28,81.96821334214292
2025-03-03,82.26069533860209
2025-03-04,78.59520409005836
2025-03-05,78.05577965379234
2025-03-06,76.14775896970559
2025-03-07,77.50202082453688
2025-03-10,78.13969105482101
2025-03-11,77.08497563638684
2025-03-12,78.10864104416578
2025-03-13,79.27221901554185
2025-03-14,80.30204191423036
2025-03-17,78.86283086500407
2025-03-18,80.47113192133293
2025-03-19,83.19358753735014
2025-03-20,82.66422953294568
2025-03-21,80.84881169230539
2025-03-24,81.0380030669794
2025-03-25,80.06764496050164
2025-03-26,80.70729117664632
2025-03-27,78.37427295455927
2025-03-28,78.51314684450244
2025-03-31,77.32510089874268
2025-04-01,79.347141465274035
2025-04-02,78.33774096070556
2025-04-03,74.86150467838888
2025-04-07,68.97573671363944
2025-04-08,68.61359083167099
2025-04-09,68.27632326338426
2025-04-10,68.45112421106569
2025-04-14,73.78483213192749
2025-04-15,73.93462758281021
2025-04-16,73.9368616185875
2025-04-22,71.63688107606504
2025-04-23,74.55438786556806
2025-04-24,74.12996750839147
2025-04-28,73.23896488194714
2025-04-29,73.00066208839417
2025-04-30,74.78501734833299
2025-05-01,75.19727231166235
2025-05-06,77.45851928259435
2025-05-07,79.78187024518866
2025-05-08,79.78766446226655
2025-05-12,82.55253395852378
2025-05-13,82.54336095769031
2025-05-14,81.70904902544862
2025-05-15,83.26318797247586
2025-05-19,80.14490589033812
2025-05-20,83.23692305179065
2025-05-21,82.33011778682521
2025-05-22,82.04688528231964
2025-05-27,80.96409966540523
2025-05-28,82.24902689508053
2025-05-29,80.44402961422747
2025-06-02,80.4012727642048
2025-06-03,82.30956747197615
2025-06-04,82.17075568919972
2025-06-05,82.63387576338482
2025-06-09,84.07263632118702
2025-06-10,82.46262179811674
2025-06-11,83.69054174423218
2025-06-12,84.53967139607721
2025-06-16,84.63550910516824
2025-06-17,83.3488332626157
2025-06-18,83.436219877035
2025-06-19,82.76565976513666
2025-06-23,81.86161608367365
2025-06-24,82.60518609478459
2025-06-25,79.879968451889
2025-06-26,79.4804798576115
2025-06-30,77.2120862882366
2025-07-01,78.89404449750691
2025-07-02,79.43500169944855
2025-07-03,80.01680893026423
2025-07-07,79.07064661383629
2025-07-08,77.83097469042877
2025-07-09,78.37620074006281
2025-07-10,79.04713556001752
2025-07-14,77.48262473267823
2025-07-15,79.01085714464716
2025-07-16,78.62287055748675
2025-07-17,78.08831520902822
2025-07-21,77.27203243664917
2025-07-22,76.58894658595
2025-07-23,76.75078883456808
2025-07-24,78.01239463408092
2025-07-28,78.03817351684665
2025-07-29,80.84924338990095
2025-07-30,80.82554010401509
2025-07-31,80.95414194346085
2025-08-04,77.96567672302626
2025-08-05,78.44119144691103
2025-08-06,78.02792349609717
2025-08-07,78.90857511758804
2025-08-11,80.11331521973261
2025-08-12,79.21134799718857
2025-08-13,79.9197557673615
2025-08-14,79.03843903741654
2025-08-18,79.57479310696726
2025-08-19,78.92349682539134
2025-08-20,79.22254992552553
2025-08-21,80.480774908483
2025-08-26,80.74964700266173
2025-08-27,80.41787178151026
2025-08-28,79.67595937274928
2025-09-01,82.19700442486555
2025-09-02,80.94309270641315
2025-09-03,81.73370556343798
2025-09-04,82.58423170145034
2025-09-08,84.76766905726436
2025-09-09,84.94837291575095
2025-09-10,85.80413088755813
2025-09-11,84.01913876831532
2025-09-15,85.07109022140503
2025-09-16,85.37544358949162
2025-09-17,85.14181392002683
2025-09-18,85.64562052921065
2025-09-22,83.91544078938205
2025-09-23,84.43492454277384
2025-09-24,83.63418284257205
2025-09-25,83.21166212387652
2025-09-29,84.62898211055744
2025-09-30,83.37472802380944
2025-10-01,84.425181467117
2025-10-02,85.36556163380737
2025-10-06,87.36627162992954
2025-10-07,86.78128468698014
2025-10-08,87.68698012245568
2025-10-09,87.68971938476261
2025-10-13,86.61287039846229
2025-10-14,84.94922711382424
2025-10-15,86.38655166263197
2025-10-16,87.80233558624968
2025-10-20,88.24639466798544
2025-10-21,88.04542616516119
2025-10-22,86.81454277973899
2025-10-23,86.50553371482147
2025-10-27,85.73068807677828
2025-10-28,86.30904113075576
2025-10-29,86.44934612263114
2025-10-30,86.11448969294725
2025-10-31,85.88214390116991
2025-11-03,89.12922757899287
2025-11-04,90.27200229478694
2025-11-05,88.87555916601559
2025-11-06,87.7767532651169
2025-11-07,87.17134142790292
2025-11-10,87.57741444432759
2025-11-11,88.53836464390042
2025-11-12,89.4972482989806
2025-11-13,88.64661568211523
2025-11-14,88.17511262197968
2025-11-17,87.07238573077848
2025-11-18,88.73117747372362
2025-11-19,88.1304788568741
2025-11-20,88.54770174622536
2025-11-21,87.88376004163274
2025-11-24,88.29250674963987
2025-11-25,89.63955264878314
2025-11-26,89.29395401717738
2025-11-27,90.49637362204066
2025-11-28,91.40000539474386
2025-12-01,90.7875009906129
2025-12-02,89.61846544705168
2025-12-03,89.50286519578549
2025-12-04,90.8247088759308
2025-12-05,90.1566577541198
2025-12-08,90.41017956264112
2025-12-09,91.14798066856385
2025-12-10,90.36870531526802
2025-12-11,92.3985272189284
2025-12-12,91.99745534073828
2025-12-15,93.41494324550511
2025-12-16,93.45191848536888
2025-12-17,92.91135066450806
2025-12-18,92.15490815601696
2025-12-19,93.34778349060434
2025-12-22,94.0553827806416
2025-12-23,95.07620459871396
2025-12-24,94.85057512071216
2025-12-29,94.08258992377432
2025-12-30,94.02696689874574
2025-12-31,94.02524405510484
2026-01-02,95.39786660502614
2026-01-05,94.15568324709966
2026-01-06,95.62496819627997
2026-01-07,95.6430670089976
2026-01-08,95.68220166028004
2026-01-09,97.01492433194198
2026-01-12,97.70910958016977
2026-01-13,98.41914443222048
2026-01-14,99.89391849903404
2026-01-15,99.86658685776274
2026-01-16,99.7575102664414
2026-01-19,95.67668373472316
2026-01-20,92.13885080876936
2026-01-21,94.29614457001662
2026-01-22,95.65563932208534
2026-01-23,95.52565526978287
2026-01-26,94.84745569888764
2026-01-27,95.82296875546764
2026-01-28,93.53832623664856
2026-01-29,90.9593485740188
2026-01-30,88.60992839795017
2026-02-02,90.46249216736214
2026-02-03,89.82862006291816
2026-02-04,90.5114451209074
2026-02-05,85.03683170851582
2026-02-06,85.41768380098074
2026-02-09,88.3277323938064
2026-02-10,85.68478714509183
2026-02-11,85.17762023659816
2026-02-12,78.92919832208281
2026-02-13,76.775593257752
2026-02-16,75.20673355094914
2026-02-17,76.1815357208252
2026-02-18,77.2254673131547
2026-02-19,77.03764296818554
2026-02-20,79.16188465240339
2026-02-23,77.10283531513596
2026-02-24,76.60784351473922
2026-02-25,78.67290364727978
2026-02-26,76.86126619754941
2026-02-27,75.44106851592096
2026-03-02,75.43817723494612
2026-03-03,79.56640621126553
2026-03-04,76.46943990861382
