date,product,supply_conditions,volume_tcm,price_uah_excl_vat,price_uah_incl_vat
2026-02-25,WD,ГТС,234,19756.2,23707.44
2026-02-26,WD,ГТС,340,19511.32,23413.58
2026-02-27,WD,ГТС,296,19423.21,23307.85
2026-02-27,WD,ПСГ,2,19600,23520
2026-02-28,WD,ГТС,265,19313.95,23176.74
2026-03-01,WD,ГТС,716,19207.49,23048.99
2026-03-02,WD,ГТС,623,19225.26,23070.31
2026-03-03,WD,ГТС,31,19471.13,23365.36
2026-03-04,WD,ГТС,125,22287.2,26744.64
2026-03-05,WD,ГТС,424,22747.23,27296.68
2026-03-06,WD,ГТС,67,22748.97,27298.76
2026-03-07,WD,ГТС,14,22748.97,27298.76
2026-03-09,WD,ГТС,55,22940.44,27528.53
2026-03-10,WD,ГТС,325,23251.7,27902.04
2026-03-10,WD,ПСГ,100,22800,27360
2026-03-11,WD,ГТС,500,23400,28080
2026-03-12,WD,ГТС,350,23100,27720
2026-03-13,WD,ГТС,200,23103.63,27724.36
2026-03-14,WD,ГТС,150,22900,27480
2026-03-16,WD,ГТС,211,22900,27480
2026-03-17,WD,ГТС,519,22801.73,27362.08
2026-03-18,WD,ГТС,481,22937.72,27525.26
2026-03-19,WD,ГТС,660,23161.15,27793.38
2026-03-20,WD,ГТС,276,23580.6,28296.72
2026-03-21,WD,ГТС,535,23838.41,28606.09
2026-03-22,WD,ГТС,434,23896.54,28675.85
2026-03-23,WD,ГТС,568,24072.57,28887.08
2026-03-24,WD,ГТС,463,24098.52,28918.22
2026-03-24,WD,ПСГ,100,24100,28920
2026-03-25,WD,ГТС,259,24099.85,28919.82
2026-03-25,WD,ПСГ,1,23835,28602
2026-03-26,WD,ГТС,491,24234.21,29081.05
2026-03-27,WD,ГТС,692,24234.84,29081.81
2026-03-28,WD,ГТС,325,24202.68,29043.22
2026-03-29,WD,ГТС,25,24203,29043.6
2026-03-30,WD,ГТС,31,24205,29046
2026-03-31,WD,ГТС,429,24433.22,29319.86
2026-04-01,WD,ГТС,31,24444.62,29333.54
2026-04-02,WD,ГТС,317,24558.12,29469.74
2026-04-03,WD,ГТС,406,24666.34,29599.61
2026-04-04,WD,ГТС,75,24698.66,29638.39
2026-04-05,WD,ГТС,74,24700,29640
2026-04-06,WD,ГТС,57,24663.16,29595.79
2026-04-07,WD,ГТС,1291,24655.78,29586.94
2026-04-08,WD,ПСГ,54,24850,29820
2026-04-08,WD,ГТС,897,24759.21,29711.05
2026-04-09,WD,ГТС,976,24906.31,29887.57
2026-04-10,WD,ГТС,371,25423.3,30507.96
2026-04-11,WD,ГТС,280,25165.85,30199.02
2026-04-12,WD,ГТС,262,25377.67,30453.2
2026-04-13,WD,ГТС,373,25559.65,30671.58
2026-04-14,WD,ГТС,154,25496.05,30595.26
2026-04-15,WD,ГТС,90,25354.81,30425.77
2026-04-16,WD,ГТС,70,25007.14,30008.57
2026-04-17,WD,ГТС,100,24821.25,29785.5
2026-04-18,WD,ГТС,38,24681.55,29617.86
2026-04-19,WD,ГТС,31,24571.22,29485.46
2026-04-20,WD,ГТС,333,24667.51,29601.01
2026-04-20,WD,ПСГ,100,24700,29640
2026-04-21,WD,ГТС,331,24566.31,29479.57
2026-04-22,WD,ГТС,426,24336.41,29203.69
2026-04-23,WD,ГТС,800,23932.4,28718.88
2026-04-23,WD,ПСГ,200,23700,28440
2026-04-24,WD,ГТС,376,23134.76,27761.71
2026-04-25,WD,ГТС,30,23297.69,27957.23
2026-04-26,WD,ГТС,14,23200,27840
2026-04-26,WD,ПСГ,5,23500,28200
2026-04-27,WD,ГТС,717,22561.9,27074.28
2026-04-28,WD,ГТС,978,22493.66,26992.39
2026-04-28,WD,ПСГ,15,22800,27360
2026-04-29,WD,ГТС,1056,22421.54,26905.85
2026-04-29,WD,ПСГ,5,22700,27240
2026-04-30,WD,ГТС,1311,22349.12,26818.94
2026-05-01,WD,ГТС,466,22491.58,26989.9
2026-05-02,WD,ГТС,25,22491.58,26989.9
2026-05-04,WD,ГТС,528,22417.16,26900.59
2026-05-05,WD,ГТС,573,22435.97,26923.16
2026-05-06,WD,ГТС,414,22336.05,26803.26
2026-05-07,WD,ГТС,471,22333.6,26800.32
2026-05-08,WD,ГТС,216,22229.68,26675.62
2026-05-09,WD,ГТС,446,22025.38,26430.46
2026-05-10,WD,ГТС,260,21904.62,26285.54
2026-05-11,WD,ГТС,136,21957.54,26349.05
2026-05-12,WD,ГТС,647,21969.04,26362.85
2026-05-13,WD,ГТС,828,22059.75,26471.7
2026-05-13,WD,ПСГ,45,22250,26700
2026-05-14,WD,ГТС,435,22019.14,26422.97
2026-05-15,WD,ГТС,250,21671.79,26006.15
2026-05-16,WD,ГТС,64,21615.62,25938.74
2026-05-17,WD,ГТС,74,21511.2,25813.44
2026-05-18,WD,ГТС,468,21395.77,25674.92
2026-05-19,WD,ГТС,429,21373.95,25648.74
2026-05-20,WD,ГТС,445,21306.43,25567.72
2026-05-20,WD,ПСГ,110,21667,26000.4
2026-05-21,WD,ГТС,565,21512.21,25814.65
2026-05-22,WD,ГТС,703,21536.01,25843.21
2026-05-23,WD,ГТС,246,21617.99,25941.59
2026-05-24,WD,ГТС,192,21698.7,26038.44
2026-05-25,WD,ГТС,367,21671.75,26006.1
2026-05-26,WD,ГТС,599,21657.4,25988.88
2026-05-27,WD,ГТС,862,21586.18,25903.42
2026-05-28,WD,ГТС,608,21606.03,25927.24
2026-05-29,WD,ГТС,753,21601.42,25921.7
2026-05-30,WD,ГТС,536,21582.35,25898.82
2026-05-31,WD,ГТС,625,21577.28,25892.74
2026-06-01,WD,ГТС,181,21450.44,25740.53
2026-06-02,WD,ГТС,336,21420.66,25704.79
2026-06-03,WD,ГТС,306,21411.78,25694.14
2026-06-04,WD,ГТС,205,21493.61,25792.33
2026-06-05,WD,ГТС,194,21499.35,25799.22
2026-06-06,WD,ГТС,231,21451.3,25741.56
2026-06-07,WD,ГТС,131,21448.85,25738.62
2026-06-08,WD,ГТС,315,21429.96,25715.95
2026-06-09,WD,ГТС,121,21487.02,25784.42
2026-06-10,WD,ГТС,66,21498.59,25798.31
2026-06-11,WD,ГТС,382,21578.89,25894.67
2026-06-12,WD,ГТС,277,21585.16,25902.19
2026-06-13,WD,ГТС,78,21524.4,25829.28
2026-06-14,WD,ГТС,35,21500,25800
2026-06-15,WD,ГТС,147,21410.88,25693.06
2026-06-16,WD,ГТС,26,21463.5,25756.2
2026-06-17,WD,ГТС,117,21626.64,25951.97
2026-06-18,WD,ГТС,273,21589.92,25907.9
2026-06-19,WD,ГТС,256,21439.93,25727.92
2026-06-20,WD,ГТС,180,21286.88,25544.26
2026-06-21,WD,ГТС,226,21141.48,25369.78
2026-06-22,WD,ГТС,328,21100,25320
2026-06-23,WD,ГТС,456,21015.64,25218.77
2026-06-24,WD,ГТС,840,21094.69,25313.63
2026-06-25,WD,ГТС,917,21313.14,25575.77
2026-06-26,WD,ГТС,388,21241.95,25490.34
2026-06-27,WD,ГТС,353,21096.43,25315.72
2026-06-28,WD,ГТС,276,21072.71,25287.25
2026-06-29,WD,ГТС,274,20959.12,25150.94
2026-06-30,WD,ГТС,509,20987.4,25184.88
2026-07-01,WD,ГТС,75,20902.93,25083.52
2026-07-02,WD,ГТС,13,20791.76,24950.11
2026-07-02,WD,ПСГ,20,21167,25400.4
2026-07-03,WD,ГТС,84,20682.02,24818.42
2026-07-03,WD,ПСГ,18,20830,24996
2026-07-04,WD,ГТС,5,20656,24787.2
2026-07-05,WD,ГТС,20,20575,24690
2026-07-06,WD,ГТС,119,20477.73,24573.28
2026-07-07,WD,ГТС,512,20330.93,24397.12
2026-07-08,WD,ГТС,1325,20310.15,24372.18
2026-07-09,WD,ГТС,1024,20476.92,24572.3
2026-07-10,WD,ГТС,588,20471.3,24565.56
2026-07-11,WD,ГТС,24,20467.75,24561.3
2026-07-12,WD,ГТС,27,20502.78,24603.34
2026-07-13,WD,ГТС,24,20550,24660
2026-07-14,WD,ГТС,127,20742.56,24891.07
2026-07-15,WD,ПСГ,20,21200,25440
2026-07-15,WD,ГТС,488,20714.05,24856.86
2026-07-16,WD,ГТС,526,20802.02,24962.42
2026-07-17,WD,ГТС,307,20942.06,25130.47
2026-07-18,WD,ГТС,50,21196.53,25435.84
2026-07-19,WD,ГТС,62,21197.02,25436.42
2026-07-20,WD,ГТС,159,21217.05,25460.46
2026-07-21,WD,ГТС,248,21184.77,25421.72
2026-07-22,WD,ГТС,446,21007.67,25209.2
2026-07-23,WD,ГТС,289,20946.74,25136.09
2026-07-24,WD,ГТС,665,20849.31,25019.17
2026-07-25,WD,ГТС,185,20800.76,24960.91
2026-07-26,WD,ГТС,88,20716.79,24860.15
2026-07-27,WD,ГТС,1112,20611.34,24733.61
2026-07-28,WD,ГТС,2326,20557.22,24668.66
2026-07-29,WD,ГТС,511,20932.45,25118.94
2026-07-30,WD,ГТС,479,21036.41,25243.69
2026-07-31,WD,ГТС,850,21037.66,25245.19
2026-07-31,WD,ПСГ,6,21500,25800
2026-08-01,WD,ГТС,248,20990.59,25188.71
2026-08-02,WD,ГТС,109,20954.74,25145.69
2026-08-03,WD,ГТС,377,21029.18,25235.02
2026-08-04,WD,ГТС,548,21037.99,25245.59
2026-08-05,WD,ГТС,498,21085.12,25302.14
2026-08-06,WD,ГТС,250,21278.6,25534.32
2026-08-07,WD,ГТС,245,21284.3,25541.16
2026-08-08,WD,ГТС,181,21148.9,25378.68
2026-08-09,WD,ГТС,241,21103,25323.6
2026-08-10,WD,ГТС,181,21145.17,25374.2
2026-08-11,WD,ГТС,541,21198.51,25438.21
2026-08-12,WD,ГТС,342,21290.97,25549.16
2026-08-13,WD,ГТС,260,21292.4,25550.88
2026-08-14,WD,ГТС,301,21261.49,25513.79
2026-08-15,WD,ГТС,30,21233.33,25480
2026-08-16,WD,ГТС,442,21061.35,25273.62
2026-08-17,WD,ГТС,723,20906.75,25088.1
2026-08-18,WD,ГТС,700,20753.14,24903.77
2026-08-19,WD,ГТС,872,20459.06,24550.87
2026-08-20,WD,ГТС,422,20469.15,24562.98
2026-08-21,WD,ГТС,339,20464.88,24557.86
2026-08-22,WD,ГТС,115,20207.33,24248.8
2026-08-23,WD,ГТС,20,20207.33,24248.8
2026-08-24,WD,ГТС,56,20020.71,24024.85
2026-08-25,WD,ГТС,100,19685.57,23622.68
2026-08-26,WD,ГТС,150,19002.56,22803.07
2026-08-27,WD,ГТС,272,18885.29,22662.35
2026-08-28,WD,ГТС,424,18691.86,22430.23
2026-08-29,WD,ГТС,8,18692,22430.4
2026-08-30,WD,ГТС,20,18692,22430.4
2026-08-31,WD,ГТС,45,18696.44,22435.73
2026-09-01,WD,ГТС,126,18504.17,22205
2026-09-02,WD,ПСГ,5,18650,22380
2026-09-02,WD,ГТС,234,18438.07,22125.68
2026-09-03,WD,ГТС,415,18277.17,21932.6
2026-09-04,WD,ГТС,220,18327.97,21993.56
2026-09-05,WD,ГТС,221,18333.45,22000.14
2026-09-06,WD,ГТС,20,18333.45,22000.14
