date,product,supply_conditions,volume_tcm,price_uah_excl_vat,price_uah_incl_vat
2024-06-15,WD,ГТС,28,12380.55,14856.66
2024-06-15,WD,ПСГ,18,12500,15000
2024-06-16,WD,ГТС,29,12382.76,14859.31
2024-06-17,WD,ГТС,28,12385.7,14862.84
2024-06-18,WD,ГТС,28,12448.62,14938.34
2024-06-19,WD,ГТС,62,12593.16,15111.79
2024-06-19,WD,ПСГ,25,12800,15360
2024-06-20,WD,ГТС,26,12800.42,15360.5
2024-06-21,WD,ГТС,28,12801.64,15361.97
2024-06-22,WD,ГТС,23,12802,15362.4
2024-06-23,WD,ГТС,23,12802,15362.4
2024-06-24,WD,ГТС,23,12802.09,15362.51
2024-06-25,WD,ГТС,23,12802.09,15362.51
2024-06-26,WD,ГТС,23,12804,15364.8
2024-06-27,WD,ГТС,23,12804,15364.8
2024-06-28,WD,ГТС,28,12812.21,15374.65
2024-06-28,WD,ПСГ,95,13075,15690
2024-06-29,WD,ГТС,23,12812.21,15374.65
2024-06-30,WD,ГТС,13,12812.21,15374.65
2024-07-01,WD,ГТС,27,12829.82,15395.78
2024-07-02,WD,ГТС,25,12831.45,15397.74
2024-07-03,WD,ГТС,25,12832.12,15398.54
2024-07-04,WD,ГТС,25,12832.13,15398.56
2024-07-05,WD,ГТС,27,12828.27,15393.92
2024-07-06,WD,ГТС,25,12828.27,15393.92
2024-07-07,WD,ГТС,25,12828.27,15393.92
2024-07-08,WD,ГТС,25,12828.27,15393.92
2024-07-09,WD,ГТС,25,12828.27,15393.92
2024-07-10,WD,ГТС,25,12828.27,15393.92
2024-07-11,WD,ГТС,25,12828.27,15393.92
2024-07-12,WD,ГТС,25,12828.27,15393.92
2024-07-13,WD,ГТС,25,12828.27,15393.92
2024-07-14,WD,ГТС,25,12901.31,15481.57
2024-07-15,WD,ГТС,25,12901.31,15481.57
2024-07-16,WD,ГТС,25,12901.31,15481.57
2024-07-17,WD,ГТС,28,12908.36,15490.03
2024-07-18,WD,ГТС,25,12908.36,15490.03
2024-07-19,WD,ГТС,27,12904.04,15484.85
2024-07-20,WD,ГТС,25,12904.04,15484.85
2024-07-21,WD,ГТС,25,12904.04,15484.85
2024-07-22,WD,ГТС,25,12904.04,15484.85
2024-07-23,WD,ГТС,27,12908.19,15489.83
2024-07-24,WD,ГТС,27,12912.03,15494.44
2024-07-24,WD,ПСГ,60,13025,15630
2024-07-25,WD,ГТС,26,12920.6,15504.72
2024-07-25,WD,ПСГ,44,13025,15630
2024-07-26,WD,ГТС,28,12959.04,15550.85
2024-07-26,WD,ПСГ,8,13100,15720
2024-07-27,WD,ГТС,23,12955.11,15546.13
2024-07-28,WD,ГТС,22,12955.11,15546.13
2024-07-29,WD,ГТС,22,12955.11,15546.13
2024-07-30,WD,ГТС,85,12955.11,15546.13
2024-07-31,WD,ГТС,91,12955.1,15546.12
2024-07-31,WD,ПСГ,50,13166.67,15800
2024-08-01,WD,ГТС,23,12955.1,15546.12
2024-08-02,WD,ГТС,28,12985.44,15582.53
2024-08-02,WD,ПСГ,5,13208.35,15850.02
2024-08-03,WD,ГТС,26,13003.85,15604.62
2024-08-04,WD,ГТС,27,13027.97,15633.56
2024-08-05,WD,ГТС,23,13027.97,15633.56
2024-08-06,WD,ГТС,25,13041.73,15650.08
2024-08-07,WD,ГТС,24,13052.5,15663
2024-08-08,WD,ГТС,27,13089.17,15707
2024-08-09,WD,ГТС,133,13263.55,15916.26
2024-08-09,WD,ПСГ,246,13626.69,16352.03
2024-08-10,WD,ГТС,23,13263.55,15916.26
2024-08-10,WD,ПСГ,100,13550,16260
2024-08-11,WD,ПСГ,25,13600,16320
2024-08-12,WD,ГТС,23,13263.55,15916.26
2024-08-13,WD,ГТС,33,13566.09,16279.31
2024-08-13,WD,ПСГ,50,14500,17400
2024-08-14,WD,ГТС,26,14263.46,17116.15
2024-08-15,WD,ГТС,4,14263.46,17116.15
2024-08-16,WD,ГТС,4,14263.46,17116.15
2024-08-17,WD,ГТС,3,14263.46,17116.15
2024-08-20,WD,ГТС,3,14263.46,17116.15
2024-08-21,WD,ГТС,2,14263.46,17116.15
2024-08-22,WD,ГТС,20,14263.46,17116.15
2024-08-23,WD,ГТС,19,14263.46,17116.15
2024-08-24,WD,ГТС,2,14263.46,17116.15
2024-09-03,WD,ПСГ,50,14333.33,17200
2024-09-03,WD,ГТС,23,14263.46,17116.15
2024-09-04,WD,ГТС,23,14263.46,17116.15
2024-09-05,WD,ГТС,23,14263.46,17116.15
2024-09-06,WD,ГТС,39,14191.96,17030.35
2024-09-06,WD,ПСГ,2,14100,16920
2024-09-08,WD,ГТС,10,14330,17196
2024-09-11,WD,ГТС,23,14200,17040
2024-09-11,WD,ПСГ,5,14200,17040
2024-09-12,WD,ГТС,3,14200,17040
2024-09-13,WD,ГТС,26,14205.77,17046.92
2024-09-14,WD,ГТС,23,14205.77,17046.92
2024-09-15,WD,ГТС,11,14200.52,17040.62
2024-09-16,WD,ГТС,253,14237.79,17085.35
2024-09-17,WD,ГТС,258,14244.69,17093.63
2024-09-18,WD,ГТС,158,14259.35,17111.22
2024-09-19,WD,ГТС,113,14289.23,17147.08
2024-09-20,WD,ГТС,224,14351.23,17221.48
2024-09-21,WD,ГТС,123,14381.75,17258.1
2024-09-22,WD,ГТС,36,14390,17268
2024-09-23,WD,ГТС,71,14467.46,17360.95
2024-09-24,WD,ГТС,160,14461.1,17353.32
2024-09-25,WD,ГТС,196,14457.94,17349.53
2024-09-25,WD,ПСГ,25,14375,17250
2024-09-26,WD,ГТС,152,14457.87,17349.44
2024-09-27,WD,ГТС,225,14465,17358
2024-09-28,WD,ГТС,137,14465,17358
2024-09-29,WD,ГТС,30,14465,17358
2024-09-30,WD,ГТС,530,14470.01,17364.01
2024-10-01,WD,ГТС,184,14480,17376
2024-10-02,WD,ГТС,170,14481.53,17377.84
2024-10-03,WD,ГТС,175,14485.72,17382.86
2024-10-04,WD,ГТС,185,14487,17384.4
2024-10-05,WD,ГТС,170,14485.24,17382.29
2024-10-06,WD,ГТС,188,14480.08,17376.1
2024-10-07,WD,ГТС,45,14480.08,17376.1
2024-10-08,WD,ГТС,37,14481,17377.2
2024-10-09,WD,ГТС,37,14505.95,17407.14
2024-10-09,WD,ПСГ,70,14550,17460
2024-10-10,WD,ГТС,37,14531.08,17437.3
2024-10-10,WD,ПСГ,50,14550,17460
2024-10-11,WD,ГТС,38,14550,17460
2024-10-12,WD,ГТС,38,14573.68,17488.42
2024-10-13,WD,ГТС,38,14600,17520
2024-10-14,WD,ГТС,57,14701.4,17641.68
2024-10-14,WD,ПСГ,20,14650,17580
2024-10-15,WD,ГТС,100,14750,17700
2024-10-16,WD,ГТС,30,14756.67,17708
2024-10-17,WD,ГТС,90,14838.89,17806.67
2024-10-18,WD,ГТС,30,14933.33,17920
2024-10-19,WD,ГТС,30,14950,17940
2024-10-20,WD,ГТС,30,14950,17940
2024-10-21,WD,ГТС,31,14985.65,17982.78
2024-10-22,WD,ГТС,31,15008.48,18010.18
2024-10-23,WD,ГТС,68,15050,18060
2024-10-24,WD,ГТС,134,15050,18060
2024-10-25,WD,ГТС,170,15050,18060
2024-10-26,WD,ГТС,55,15050,18060
2024-10-27,WD,ГТС,35,15050,18060
2024-10-28,WD,ГТС,80,15050,18060
2024-10-28,WD,ПСГ,4,15000,18000
2024-10-29,WD,ГТС,150,15050,18060
2024-10-30,WD,ГТС,34,15036.76,18044.11
2024-10-30,WD,ПСГ,8,14965,17958
2024-10-31,WD,ГТС,260,15035.74,18042.89
2024-11-01,WD,ГТС,170,14986.56,17983.87
2024-11-02,WD,ГТС,150,14970,17964
2024-11-04,WD,ГТС,40,14960,17952
2024-11-05,WD,ГТС,7,14955,17946
2024-11-10,WD,ГТС,5,14860,17832
2024-11-12,WD,ГТС,168,14773.81,17728.57
2024-11-13,WD,ГТС,160,14706.1,17647.32
2024-11-14,WD,ГТС,20,14650,17580
2024-11-16,WD,ГТС,4,14650,17580
2024-11-19,WD,ГТС,1,14300,17160
2024-11-19,WD,ПСГ,20,14750,17700
2024-11-20,WD,ГТС,20,14312.5,17175
2024-11-21,WD,ГТС,20,14312.5,17175
2024-11-22,WD,ГТС,20,14320,17184
2024-11-23,WD,ГТС,20,14500,17400
2024-11-24,WD,ГТС,20,14625,17550
2024-11-25,WD,ГТС,20,14625,17550
2024-11-26,WD,ГТС,28,14835.71,17802.85
2024-11-27,WD,ГТС,80,15250,18300
2024-11-28,WD,ГТС,55,15250,18300
2024-11-29,WD,ГТС,110,15250,18300
2024-11-30,WD,ГТС,45,15250,18300
2024-12-01,WD,ГТС,22,15250,18300
2024-12-02,WD,ГТС,20,15250,18300
2024-12-03,WD,ГТС,20,15250,18300
2024-12-04,WD,ГТС,20,15401,18481.2
2024-12-05,WD,ГТС,20,15451,18541.2
2024-12-06,WD,ГТС,20,15507,18608.4
2024-12-06,WD,ПСГ,2,16100,19320
2024-12-07,WD,ГТС,15,15605,18726
2024-12-08,WD,ГТС,15,15480,18576
2024-12-09,WD,ГТС,15,15606,18727.2
2024-12-10,WD,ГТС,15,15626,18751.2
2024-12-11,WD,ГТС,15,15401,18481.2
2024-12-12,WD,ГТС,115,16195.65,19434.78
2024-12-13,WD,ГТС,15,16303,19563.6
2024-12-14,WD,ГТС,17,16314.41,19577.29
2024-12-15,WD,ГТС,17,16500,19800
2024-12-16,WD,ГТС,317,16500,19800
2024-12-17,WD,ГТС,458,16500,19800
2024-12-18,WD,ГТС,715,16500,19800
2024-12-19,WD,ГТС,1015,16500,19800
2024-12-20,WD,ГТС,1000,16500,19800
2024-12-21,WD,ГТС,1000,16500,19800
2024-12-22,WD,ГТС,1000,16500,19800
2024-12-23,WD,ГТС,1000,16500,19800
2024-12-24,WD,ГТС,50,16640,19968
2024-12-25,WD,ГТС,25,16700,20040
2025-01-08,WD,ГТС,18,16800,20160
2025-01-10,WD,ГТС,40,16855,20226
2025-01-21,WD,ПСГ,1,16300,19560
2025-01-24,WD,ГТС,118,16935.51,20322.61
2025-01-25,WD,ГТС,288,17028.78,20434.54
2025-01-28,WD,ГТС,1348,17102.76,20523.31
2025-01-31,WD,ГТС,20,16799,20158.8
2025-02-03,WD,ГТС,1,16500,19800
2025-02-11,WD,ГТС,45,17000,20400
2025-02-11,WD,ПСГ,21,16666.67,20000
2025-02-12,WD,ГТС,43,17500,21000
2025-02-12,WD,ПСГ,20,17000,20400
2025-02-13,WD,ГТС,18,18000,21600
2025-02-13,WD,ПСГ,350,17497.14,20996.57
2025-02-14,WD,ГТС,10,18000,21600
2025-02-14,WD,ПСГ,30,17066.67,20480
2025-02-15,WD,ГТС,18,18000,21600
2025-02-17,WD,ГТС,18,18000,21600
2025-02-17,WD,ПСГ,308,17409.61,20891.53
2025-02-18,WD,ГТС,48,18000,21600
2025-02-18,WD,ПСГ,150,17450,20940
2025-02-20,WD,ГТС,5,17800,21360
2025-02-20,WD,ПСГ,50,17250,20700
2025-02-24,WD,ГТС,1,17500,21000
2025-02-27,WD,ГТС,10,17010,20412
2025-03-05,WD,ГТС,10,16800,20160
2025-03-10,WD,ПСГ,70,16083.35,19300.02
2025-03-10,WD,ГТС,10,16500,19800
2025-03-13,WD,ГТС,30,16466.67,19760
2025-03-14,WD,ГТС,30,16377.78,19653.34
2025-03-17,WD,ГТС,30,16218.52,19462.22
2025-03-18,WD,ГТС,20,16218.52,19462.22
2025-03-19,WD,ГТС,30,16012.35,19214.82
2025-03-20,WD,ГТС,20,16012.35,19214.82
2025-03-21,WD,ГТС,15,15750,18900
2025-03-26,WD,ГТС,10,14750,17700
2025-04-01,WD,ГТС,8,14843.75,17812.5
2025-04-02,WD,ГТС,21,14875,17850
2025-04-03,WD,ГТС,12,14917.08,17900.5
2025-04-04,WD,ГТС,22,14970.07,17964.08
2025-04-05,WD,ГТС,20,14970.07,17964.08
2025-04-06,WD,ГТС,20,14970.07,17964.08
2025-04-07,WD,ГТС,20,14970.07,17964.08
2025-04-08,WD,ГТС,20,14970.07,17964.08
2025-04-09,WD,ГТС,22,15027.34,18032.81
2025-04-10,WD,ГТС,20,15027.34,18032.81
2025-04-11,WD,ГТС,20,15027.34,18032.81
2025-04-12,WD,ГТС,20,15044.34,18053.21
2025-04-13,WD,ГТС,20,15044.34,18053.21
2025-04-14,WD,ГТС,21,15092.86,18111.43
2025-04-15,WD,ГТС,21,15121.77,18146.12
2025-04-16,WD,ГТС,20,15121.77,18146.12
2025-04-17,WD,ГТС,20,15125,18150
2025-04-18,WD,ГТС,20,15130.5,18156.6
2025-04-19,WD,ГТС,20,15135,18162
2025-04-20,WD,ГТС,20,15135,18162
2025-04-21,WD,ГТС,20,15135,18162
2025-04-22,WD,ГТС,20,15140,18168
2025-04-23,WD,ГТС,20,15140,18168
2025-04-24,WD,ГТС,35,15146.86,18176.23
2025-04-25,WD,ГТС,20,15164.09,18196.91
2025-04-26,WD,ГТС,20,15171.01,18205.21
2025-04-27,WD,ГТС,20,15204.3,18245.16
2025-04-28,WD,ГТС,20,15335,18402
2025-04-29,WD,ГТС,90,15249,18298.8
2025-04-30,WD,ГТС,66,15274.32,18329.18
2025-05-01,WD,ГТС,20,15150,18180
2025-05-02,WD,ГТС,20,15161,18193.2
2025-05-03,WD,ГТС,21,15147.62,18177.14
2025-05-04,WD,ГТС,20,15100,18120
2025-05-05,WD,ГТС,20,15161,18193.2
2025-05-06,WD,ГТС,20,15135,18162
2025-05-07,WD,ГТС,20,15186,18223.2
2025-05-08,WD,ГТС,21,15242.86,18291.43
2025-05-09,WD,ГТС,20,15420,18504
2025-05-10,WD,ГТС,20,15700,18840
2025-05-11,WD,ГТС,61,15356.75,18428.1
2025-05-12,WD,ГТС,20,15800,18960
2025-05-13,WD,ГТС,20,15915,19098
2025-05-14,WD,ГТС,20,15350.2,18420.24
2025-05-15,WD,ГТС,20,16501,19801.2
2025-05-16,WD,ГТС,20,16630,19956
2025-05-17,WD,ГТС,20,16700,20040
2025-05-18,WD,ГТС,20,16792,20150.4
2025-05-19,WD,ГТС,20,16845,20214
2025-05-20,WD,ГТС,20,16874.7,20249.64
2025-05-21,WD,ГТС,20,17020,20424
2025-05-21,WD,ПСГ,190,17800,21360
2025-05-22,WD,ГТС,20,17120.04,20544.05
2025-05-22,WD,ПСГ,80,17840,21408
2025-05-23,WD,ГТС,21,17395.24,20874.29
2025-05-24,WD,ГТС,20,17600,21120
2025-05-25,WD,ГТС,20,17900.1,21480.12
2025-05-26,WD,ГТС,20,18056,21667.2
2025-05-27,WD,ГТС,20,18500,22200
2025-05-28,WD,ГТС,20,18870,22644
2025-05-29,WD,ГТС,21,19119.05,22942.86
2025-05-30,WD,ГТС,6,19300,23160
2025-05-31,WD,ГТС,2,19500,23400
2025-06-01,WD,ГТС,25,19630,23556
2025-06-02,WD,ГТС,26,19683.46,23620.15
2025-06-03,WD,ГТС,25,20001,24001.2
2025-06-04,WD,ГТС,45,20055.56,24066.67
2025-06-05,WD,ГТС,50,20130.8,24156.96
2025-06-06,WD,ГТС,50,20300,24360
2025-06-07,WD,ГТС,25,20370,24444
2025-06-08,WD,ГТС,25,20520,24624
2025-06-09,WD,ГТС,25,20868,25041.6
2025-06-10,WD,ГТС,25,21302,25562.4
2025-06-11,WD,ГТС,25,21601,25921.2
2025-06-12,WD,ГТС,25,21805,26166
2025-06-13,WD,ГТС,25,22100,26520
2025-06-14,WD,ГТС,25,22380,26856
2025-06-15,WD,ГТС,25,22501,27001.2
2025-06-16,WD,ГТС,25,22690,27228
2025-06-17,WD,ГТС,25,22805,27366
2025-06-18,WD,ГТС,25,23070,27684
2025-06-19,WD,ГТС,26,23509.62,28211.54
2025-06-20,WD,ГТС,25,24100,28920
2025-06-21,WD,ГТС,25,24310,29172
2025-06-22,WD,ГТС,25,25100.96,30121.15
2025-06-23,WD,ГТС,25,25135,30162
2025-06-24,WD,ГТС,50,25240,30288
2025-06-25,WD,ГТС,1,23100,27720
2025-06-27,WD,ГТС,1,22100,26520
2025-06-28,WD,ГТС,1,21500,25800
2025-07-01,WD,ГТС,26,21480.77,25776.92
2025-07-02,WD,ГТС,25,21480.77,25776.92
2025-07-03,WD,ГТС,25,21700,26040
2025-07-04,WD,ГТС,26,21704.81,26045.77
2025-07-05,WD,ГТС,5,21200,25440
2025-07-06,WD,ГТС,25,21200,25440
2025-07-07,WD,ГТС,25,21200,25440
2025-07-08,WD,ГТС,31,21212.1,25454.52
2025-07-09,WD,ГТС,25,21070,25284
2025-07-10,WD,ГТС,25,21101,25321.2
2025-07-11,WD,ГТС,25,21050,25260
2025-07-12,WD,ГТС,25,21050,25260
2025-07-13,WD,ГТС,25,21050,25260
2025-07-14,WD,ГТС,25,21055,25266
2025-07-15,WD,ГТС,25,21161,25393.2
2025-07-16,WD,ГТС,25,21221,25465.2
2025-07-17,WD,ГТС,25,25540.2,30648.24
2025-07-18,WD,ГТС,25,21200,25440
2025-07-19,WD,ГТС,25,21050,25260
2025-07-20,WD,ГТС,25,21050,25260
2025-07-21,WD,ГТС,25,21050,25260
2025-07-23,WD,ГТС,1,20800,24960
2025-08-13,WD,ГТС,1,20450,24540
2025-08-14,WD,ГТС,1,20200,24240
2025-08-20,WD,ГТС,1,18700,22440
2025-08-22,WD,ГТС,15,18500,22200
2025-08-23,WD,ГТС,25,18500,22200
2025-08-24,WD,ГТС,25,18500,22200
2025-08-25,WD,ГТС,25,18500,22200
2025-08-26,WD,ГТС,25,18500,22200
2025-08-27,WD,ГТС,36,18652.78,22383.34
2025-08-28,WD,ГТС,25,19000,22800
2025-08-29,WD,ГТС,50,19009.6,22811.52
2025-08-30,WD,ГТС,70,19009.6,22811.52
2025-08-31,WD,ГТС,70,19016.8,22820.16
2025-09-01,WD,ГТС,25,19016.8,22820.16
2025-09-02,WD,ГТС,25,19016.8,22820.16
2025-09-03,WD,ГТС,25,19065,22878
2025-09-04,WD,ГТС,75,19128,22953.6
2025-09-05,WD,ГТС,75,19178.33,23014
2025-09-06,WD,ГТС,25,19330,23196
2025-09-07,WD,ГТС,25,19417,23300.4
2025-09-08,WD,ГТС,54,19474.31,23369.17
2025-09-09,WD,ГТС,25,19477,23372.4
2025-09-10,WD,ГТС,75,19641.67,23570
2025-09-11,WD,ГТС,25,19710,23652
2025-09-12,WD,ГТС,47,19710,23652
2025-09-13,WD,ГТС,25,19712,23654.4
2025-09-14,WD,ГТС,25,19712,23654.4
2025-09-15,WD,ГТС,47,19715.74,23658.89
2025-09-16,WD,ГТС,52,19700.93,23641.12
2025-09-17,WD,ГТС,46,19596.84,23516.21
2025-09-18,WD,ГТС,30,19614.03,23536.84
2025-09-19,WD,ГТС,98,19558.17,23469.8
2025-09-20,WD,ГТС,60,19561.74,23474.09
2025-09-21,WD,ГТС,25,19561.74,23474.09
2025-09-22,WD,ГТС,68,19507.26,23408.71
2025-09-23,WD,ГТС,72,19541.41,23449.69
2025-09-24,WD,ГТС,148,19547.1,23456.52
2025-09-25,WD,ГТС,248,19487.41,23384.89
2025-09-26,WD,ГТС,256,19525.45,23430.54
2025-09-27,WD,ГТС,261,19554.69,23465.63
2025-09-28,WD,ГТС,286,19527.49,23432.99
2025-09-29,WD,ГТС,373,19528.45,23434.14
2025-09-29,WD,ПСГ,2,20100,24120
2025-09-30,WD,ГТС,409,19370.75,23244.9
2025-10-01,WD,ГТС,32,19311.05,23173.26
2025-10-02,WD,ГТС,125,19254.88,23105.86
2025-10-03,WD,ГТС,193,19367.34,23240.81
2025-10-04,WD,ГТС,141,19314.12,23176.94
2025-10-05,WD,ГТС,50,19301.3,23161.56
2025-10-06,WD,ГТС,234,19264.7,23117.64
2025-10-07,WD,ГТС,830,19394.61,23273.53
2025-10-08,WD,ГТС,591,19659.44,23591.33
2025-10-09,WD,ГТС,530,19706.45,23647.74
2025-10-10,WD,ГТС,30,19751,23701.2
2025-10-11,WD,ГТС,30,19811,23773.2
2025-10-12,WD,ГТС,30,19872,23846.4
2025-10-13,WD,ГТС,30,19923,23907.6
2025-10-14,WD,ГТС,83,20015.54,24018.65
2025-10-15,WD,ГТС,352,20009.06,24010.87
2025-10-16,WD,ГТС,30,20062,24074.4
2025-10-17,WD,ГТС,30,20185.67,24222.8
2025-10-18,WD,ГТС,30,21007,25208.4
2025-10-19,WD,ГТС,30,21135,25362
2025-10-20,WD,ГТС,30,21301,25561.2
2025-10-20,WD,ПСГ,50,21334,25600.8
2025-10-21,WD,ГТС,30,21666.67,26000
2025-10-22,WD,ГТС,230,21612.32,25934.78
2025-10-23,WD,ГТС,36,21636.48,25963.78
2025-10-24,WD,ГТС,30,21646.55,25975.86
2025-10-25,WD,ГТС,30,21646.55,25975.86
2025-10-26,WD,ГТС,30,21649.91,25979.89
2025-10-27,WD,ГТС,32,21656.17,25987.4
2025-10-28,WD,ГТС,30,21657.92,25989.5
2025-10-29,WD,ГТС,30,21663.78,25996.54
2025-10-30,WD,ГТС,65,21591.3,25909.56
2025-10-31,WD,ГТС,353,21624.71,25949.65
2025-11-03,WD,ГТС,1,21000,25200
2025-11-04,WD,ГТС,30,21000,25200
2025-11-05,WD,ГТС,30,21001,25201.2
2025-11-06,WD,ГТС,30,21029.5,25235.4
2025-11-07,WD,ГТС,30,21047.44,25256.93
2025-11-08,WD,ГТС,10,21089,25306.8
2025-11-10,WD,ГТС,18,21089,25306.8
2025-11-11,WD,ГТС,510,21431.71,25718.05
2025-11-11,WD,ПСГ,16,20958.75,25150.5
2025-11-12,WD,ГТС,447,21450.56,25740.67
2025-11-12,WD,ПСГ,1,21100,25320
2025-11-13,WD,ГТС,665,21387.24,25664.69
2025-11-14,WD,ГТС,618,21314.68,25577.62
2025-11-14,WD,ПСГ,56,20950,25140
2025-11-15,WD,ГТС,602,21295.4,25554.48
2025-11-16,WD,ГТС,600,21291.67,25550
2025-11-17,WD,ГТС,700,21291.67,25550
2025-11-18,WD,ГТС,612,21271.24,25525.49
2025-11-18,WD,ПСГ,60,20800,24960
2025-11-19,WD,ГТС,612,21209.56,25451.47
2025-11-19,WD,ПСГ,3,20950,25140
2025-11-20,WD,ГТС,13,21200,25440
2025-11-21,WD,ГТС,10,21180,25416
2025-11-22,WD,ГТС,2,21180,25416
2025-11-24,WD,ГТС,1,21100,25320
2025-11-24,WD,ПСГ,22,20859.09,25030.91
2025-11-25,WD,ПСГ,30,20566.67,24680
2025-11-26,WD,ПСГ,4,20200,24240
2025-11-27,WD,ГТС,62,20672.85,24807.42
2025-11-28,WD,ГТС,150,20577.55,24693.06
2025-11-28,WD,ПСГ,40,20700,24840
2025-11-29,WD,ГТС,75,20567.95,24681.54
2025-11-30,WD,ГТС,162,20550,24660
2025-12-01,WD,ГТС,205,20416.26,24499.51
2025-12-02,WD,ГТС,280,20235.71,24282.85
2025-12-03,WD,ГТС,341,20123.53,24148.24
2025-12-04,WD,ГТС,385,20073.38,24088.06
2025-12-05,WD,ГТС,464,19895.99,23875.19
2025-12-06,WD,ГТС,87,19821.26,23785.51
2025-12-07,WD,ГТС,243,19844.73,23813.68
2025-12-08,WD,ГТС,292,19750,23700
2025-12-09,WD,ГТС,431,19716.94,23660.33
2025-12-10,WD,ПСГ,6,19700,23640
2025-12-10,WD,ГТС,509,19822.63,23787.16
2025-12-11,WD,ГТС,330,19990.08,23988.1
2025-12-11,WD,ПСГ,50,19750,23700
2025-12-12,WD,ГТС,300,19949.81,23939.77
2025-12-13,WD,ГТС,100,19875,23850
2025-12-14,WD,ГТС,150,19883.33,23860
2025-12-15,WD,ГТС,270,20068.52,24082.22
2025-12-16,WD,ГТС,465,20294.21,24353.05
2025-12-16,WD,ПСГ,110,19227,23072.4
2025-12-17,WD,ГТС,526,20319.99,24383.99
2025-12-17,WD,ПСГ,4,19830,23796
2025-12-18,WD,ГТС,600,20353.9,24424.68
2025-12-19,WD,ГТС,465,20389.03,24466.84
2025-12-20,WD,ГТС,364,20291.67,24350
2025-12-21,WD,ГТС,365,20291.67,24350
2025-12-22,WD,ГТС,650,20283.82,24340.58
2025-12-23,WD,ГТС,465,20250,24300
2025-12-23,WD,ПСГ,20,20016.67,24020
2025-12-24,WD,ПСГ,35,20000,24000
2025-12-25,WD,ГТС,10,20000,24000
2025-12-26,WD,ГТС,20,19900,23880
2025-12-26,WD,ПСГ,47,20000,24000
2025-12-27,WD,ГТС,45,19972.41,23966.89
2025-12-28,WD,ГТС,15,19950.13,23940.16
2025-12-29,WD,ГТС,45,19907.16,23888.59
2025-12-30,WD,ГТС,15,19902.39,23882.87
2025-12-31,WD,ГТС,15,19901.59,23881.91
2026-01-02,WD,ПСГ,3,19900,23880
2026-01-03,WD,ГТС,32,19800,23760
2026-01-04,WD,ГТС,11,19763.64,23716.37
2026-01-05,WD,ГТС,175,19410,23292
2026-01-06,WD,ГТС,276,19351.81,23222.17
2026-01-06,WD,ПСГ,12,19600,23520
2026-01-07,WD,ГТС,131,19300,23160
2026-01-07,WD,ПСГ,40,19600,23520
2026-01-08,WD,ГТС,165,19301.11,23161.33
2026-01-09,WD,ГТС,196,19300.11,23160.13
2026-01-10,WD,ГТС,133,19300.9,23161.08
2026-01-11,WD,ГТС,59,19305.08,23166.1
2026-01-12,WD,ГТС,655,19397.01,23276.41
2026-01-13,WD,ГТС,412,19495.35,23394.42
2026-01-14,WD,ГТС,380,19552.85,23463.42
2026-01-15,WD,ГТС,504,19815.15,23778.18
2026-01-16,WD,ГТС,387,21099.13,25318.96
2026-01-17,WD,ГТС,250,21315.46,25578.55
2026-01-18,WD,ГТС,84,21366.99,25640.39
2026-01-19,WD,ГТС,228,21675.11,26010.13
2026-01-20,WD,ГТС,101,22005.72,26406.86
2026-01-21,WD,ГТС,36,22296.99,26756.39
2026-01-21,WD,ПСГ,1,22005,26406
2026-01-22,WD,ГТС,43,22110.46,26532.55
2026-01-24,WD,ГТС,20,21700,26040
2026-01-25,WD,ГТС,20,21300,25560
2026-01-26,WD,ГТС,27,20938.28,25125.94
2026-01-26,WD,ПСГ,2,21300,25560
2026-01-27,WD,ГТС,81,20794.19,24953.03
2026-01-28,WD,ГТС,125,20790.3,24948.36
2026-01-29,WD,ГТС,380,20786.02,24943.22
2026-01-30,WD,ГТС,370,21011.89,25214.27
2026-01-31,WD,ГТС,355,21306.61,25567.93
2026-02-01,WD,ГТС,235,21013.39,25216.07
2026-02-02,WD,ГТС,530,21000.63,25200.76
2026-02-03,WD,ГТС,462,21016.81,25220.17
2026-02-03,WD,ПСГ,250,20666.7,24800.04
2026-02-04,WD,ГТС,487,20976.17,25171.4
2026-02-04,WD,ПСГ,1,21000,25200
2026-02-05,WD,ГТС,483,20943.12,25131.74
2026-02-05,WD,ПСГ,400,20816.5,24979.8
2026-02-06,WD,ГТС,441,20923.52,25108.22
2026-02-07,WD,ГТС,432,20883.39,25060.07
2026-02-08,WD,ГТС,210,20850,25020
2026-02-09,WD,ГТС,227,20935.77,25122.92
2026-02-10,WD,ГТС,728,20979.92,25175.9
2026-02-11,WD,ГТС,815,20959.22,25151.06
2026-02-12,WD,ГТС,621,20974.18,25169.02
2026-02-12,WD,ПСГ,1,20900,25080
2026-02-13,WD,ГТС,654,20948.71,25138.45
2026-02-14,WD,ГТС,23,20900,25080
2026-02-15,WD,ГТС,67,20884.33,25061.2
2026-02-16,WD,ГТС,32,20818.75,24982.5
2026-02-16,WD,ПСГ,2,20600,24720
2026-02-17,WD,ГТС,307,20770.68,24924.82
2026-02-18,WD,ГТС,290,20688.53,24826.24
2026-02-19,WD,ГТС,75,20719.58,24863.5
2026-02-20,WD,ГТС,10,20635,24762
2026-02-21,WD,ГТС,55,20504.55,24605.46
2026-02-22,WD,ГТС,45,20452.22,24542.66
2026-02-23,WD,ГТС,120,20266.67,24320
2026-02-24,WD,ГТС,15,20250,24300
