"","date","hour","actual","projected"
"131",2022-01-06,11,905.437,1021.804
"132",2022-01-06,12,1102.469,1249.731
"133",2022-01-06,13,977.477,1281.381
"134",2022-01-06,14,730.384,1036.656
"135",2022-01-06,15,376.44,607.854
"136",2022-01-06,16,133.836,211.7
"137",2022-01-06,17,-3.357,4.597
"138",2022-01-06,18,-12.45,-12.41
"139",2022-01-06,19,-12.76,-12.662
"140",2022-01-06,20,-13.431,-12.559
"141",2022-01-06,21,-9.515,-12.651
"142",2022-01-06,22,-13.264,-12.569
"143",2022-01-06,23,-13.979,-12.72
"144",2022-01-06,24,-13.504,-12.415
"145",2022-01-07,1,-11.256,-12.8
"146",2022-01-07,2,-14.329,-12.655
"147",2022-01-07,3,-15.601,-12.66
"148",2022-01-07,4,-13.669,-12.783
"149",2022-01-07,5,-10.608,-12.647
"150",2022-01-07,6,-14.926,-12.571
"151",2022-01-07,7,-15.049,-12.569
"152",2022-01-07,8,-1.287,0.928
"153",2022-01-07,9,256.091,227.913
"154",2022-01-07,10,668.993,797.863
"155",2022-01-07,11,662.379,1385.552
"156",2022-01-07,12,801.996,1701.937
"157",2022-01-07,13,832.025,1790.508
"158",2022-01-07,14,727.928,1568.256
"159",2022-01-07,15,542.267,1027.741
"160",2022-01-07,16,364.617,391.391
"161",2022-01-07,17,25.761,23.081
"162",2022-01-07,18,-14.748,-12.322
"163",2022-01-07,19,-12.652,-12.446
"164",2022-01-07,20,-12.554,-12.497
"165",2022-01-07,21,-13.709,-12.638
"166",2022-01-07,22,-14.636,-12.493
"167",2022-01-07,23,-12.564,-12.516
"168",2022-01-07,24,-13.387,-12.368
"169",2022-01-08,1,-13.23,-12.658
"170",2022-01-08,2,-13.34,-12.638
"171",2022-01-08,3,-12.518,-12.688
"172",2022-01-08,4,-12.898,-12.746
"173",2022-01-08,5,-13.747,-12.775
"174",2022-01-08,6,-11.959,-12.617
"175",2022-01-08,7,-13.89,-12.543
"176",2022-01-08,8,1.234,8.829
"177",2022-01-08,9,291.037,298.8
"178",2022-01-08,10,879.933,848.748
"179",2022-01-08,11,1414.395,1375.341
"180",2022-01-08,12,1594.082,1426.717
"181",2022-01-08,13,1414.007,1344.775
"182",2022-01-08,14,962.933,1107.404
"183",2022-01-08,15,460.951,660.855
"184",2022-01-08,16,129.965,214.817
"185",2022-01-08,17,-3.323,5.841
"186",2022-01-08,18,-13.203,-12.625
"187",2022-01-08,19,-13.358,-12.682
"188",2022-01-08,20,-10.739,-12.71
"189",2022-01-08,21,-13.47,-12.708
"190",2022-01-08,22,-12.932,-12.732
"191",2022-01-08,23,-13.72,-12.609
"192",2022-01-08,24,-11.622,-12.534
"193",2022-01-09,1,-12.73,-12.668
"194",2022-01-09,2,-15.247,-12.709
"195",2022-01-09,3,-13.498,-12.683
"196",2022-01-09,4,-14.83,-12.825
"197",2022-01-09,5,-13.705,-12.987
"198",2022-01-09,6,-13.924,-12.536
"199",2022-01-09,7,-14.512,-12.682
"200",2022-01-09,8,-12.657,-4.357
"201",2022-01-09,9,7.572,48.365
"202",2022-01-09,10,77.74,188.116
"203",2022-01-09,11,127.818,335.988
"204",2022-01-09,12,178.166,391.494
"205",2022-01-09,13,209.72,382.343
"206",2022-01-09,14,235.001,337.776
"207",2022-01-09,15,184.117,221.965
"208",2022-01-09,16,80.522,97.532
"209",2022-01-09,17,-5.16,5.117
"210",2022-01-09,18,-13.081,-12.689
"211",2022-01-09,19,-13.207,-12.665
"212",2022-01-09,20,-13.264,-12.778
"213",2022-01-09,21,-13.948,-12.678
"214",2022-01-09,22,-13.989,-12.791
"215",2022-01-09,23,-13.534,-12.871
"216",2022-01-09,24,-13.322,-12.541
"217",2022-01-10,1,-11.675,-12.926
"218",2022-01-10,2,-14.23,-12.815
"219",2022-01-10,3,-13.997,-12.827
"220",2022-01-10,4,-12.531,-12.901
"221",2022-01-10,5,-13.821,-13.002
"222",2022-01-10,6,-12.647,-12.772
"223",2022-01-10,7,-14.414,-12.778
"224",2022-01-10,8,-12.2,-4.284
"225",2022-01-10,9,27.234,57.699
"226",2022-01-10,10,134.8,200.887
"227",2022-01-10,11,240.714,331.403
"228",2022-01-10,12,286.178,427.014
"229",2022-01-10,13,261.817,464.279
"230",2022-01-10,14,204.332,379.452
"231",2022-01-10,15,110.804,237.427
"232",2022-01-10,16,28.589,85.813
"233",2022-01-10,17,-13.643,4.457
"234",2022-01-10,18,-11.69,-12.709
"235",2022-01-10,19,-13.083,-12.657
"236",2022-01-10,20,-14.174,-12.737
"237",2022-01-10,21,-13.874,-12.664
"238",2022-01-10,22,-11.825,-12.757
"239",2022-01-10,23,-11.517,-12.739
"240",2022-01-10,24,-16.611,-12.539
"241",2022-01-11,1,-13.926,-12.923
"242",2022-01-11,2,-14.438,-12.896
"243",2022-01-11,3,-12.483,-12.978
"244",2022-01-11,4,-12.488,-12.834
"245",2022-01-11,5,-13.638,-12.962
"246",2022-01-11,6,-15.279,-12.824
"247",2022-01-11,7,-11.818,-12.771
"248",2022-01-11,8,-11.605,-5.045
"249",2022-01-11,9,17.853,78.791
"250",2022-01-11,10,95.959,262.56
"251",2022-01-11,11,216.246,480.277
"252",2022-01-11,12,301.273,628.606
"253",2022-01-11,13,316.358,669.659
"254",2022-01-11,14,281.598,566.67
"255",2022-01-11,15,187.23,378.209
"256",2022-01-11,16,74.002,146.648
"257",2022-01-11,17,-4.772,9.672
"258",2022-01-11,18,-10.971,-11.501
"259",2022-01-11,19,-12.74,-11.505
"260",2022-01-11,20,-14.848,-11.571
"261",2022-01-11,21,-14.231,-11.464
"262",2022-01-11,22,-15.586,-11.642
"263",2022-01-11,23,-13.099,-11.565
"264",2022-01-11,24,-16.848,-11.388
"265",2022-01-12,1,-14.15,-13.013
"266",2022-01-12,2,-13.478,-12.791
"267",2022-01-12,3,-13.025,-12.952
"268",2022-01-12,4,-13.809,-12.933
"269",2022-01-12,5,-13.584,-13
"270",2022-01-12,6,-16.443,-12.749
"271",2022-01-12,7,-12.131,-12.678
"272",2022-01-12,8,-8.414,-2.086
"273",2022-01-12,9,125.354,172.258
"274",2022-01-12,10,467.323,547.654
"275",2022-01-12,11,925.033,992.106
"276",2022-01-12,12,1239.065,1291.409
"277",2022-01-12,13,1241.024,1408.203
"278",2022-01-12,14,1115.568,1246.895
"279",2022-01-12,15,764.487,873.304
"280",2022-01-12,16,298.946,354.662
"281",2022-01-12,17,19.803,28.366
"282",2022-01-12,18,-13.651,-12.797
"283",2022-01-12,19,-13.966,-12.844
"284",2022-01-12,20,-14.253,-12.846
"285",2022-01-12,21,-13.796,-12.9
"286",2022-01-12,22,-13.03,-12.888
"287",2022-01-12,23,-14.693,-12.859
"288",2022-01-12,24,-16.351,-12.674
"289",2022-01-13,1,-12.29,-12.925
"290",2022-01-13,2,-15.317,-12.915
"291",2022-01-13,3,-14.266,-12.925
"292",2022-01-13,4,-14.446,-13.144
"293",2022-01-13,5,-14.652,-12.995
"294",2022-01-13,6,-15.435,-12.924
"295",2022-01-13,7,-13.266,-12.821
"296",2022-01-13,8,1.47,7.479
"297",2022-01-13,9,275.186,295.897
"298",2022-01-13,10,886.739,824.865
"299",2022-01-13,11,1612.279,1325.502
"300",2022-01-13,12,2033.253,1518.005
"301",2022-01-13,13,2071.322,1555.955
"302",2022-01-13,14,1741.816,1465.213
"303",2022-01-13,15,998.852,904.322
"304",2022-01-13,16,326.887,312.243
"305",2022-01-13,17,11.55,17.203
"306",2022-01-13,18,-14.459,-12.816
"307",2022-01-13,19,-14.368,-12.89
"308",2022-01-13,20,-15.637,-13.073
"309",2022-01-13,21,-13.056,-13.143
"310",2022-01-13,22,-14.094,-12.959
"311",2022-01-13,23,-14.358,-13.01
"312",2022-01-13,24,-14.212,-12.802
"313",2022-01-14,1,-13.629,-13.086
"314",2022-01-14,2,-14.425,-13.168
"315",2022-01-14,3,-13.223,-13.119
"316",2022-01-14,4,-12.388,-13.078
"317",2022-01-14,5,-11.702,-13.14
"318",2022-01-14,6,-14.092,-13
"319",2022-01-14,7,-13.52,-13.136
"320",2022-01-14,8,-11.037,-5.356
"321",2022-01-14,9,70.938,62.888
"322",2022-01-14,10,275.155,229.542
"323",2022-01-14,11,498.708,426.838
"324",2022-01-14,12,601.66,588.281
"325",2022-01-14,13,620.517,625.069
"326",2022-01-14,14,528.492,550.884
"327",2022-01-14,15,340.769,358.787
"328",2022-01-14,16,131.744,148.615
"329",2022-01-14,17,3.411,10.85
"330",2022-01-14,18,-14.076,-13.004
"331",2022-01-14,19,-12.642,-13.015
"332",2022-01-14,20,-13.207,-13.163
"333",2022-01-14,21,-12.811,-13.141
"334",2022-01-14,22,-12.722,-13.105
"335",2022-01-14,23,-14.076,-13.044
"336",2022-01-14,24,-12.813,-12.941
"337",2022-01-15,1,-12.505,-13.02
"338",2022-01-15,2,-13.642,-13.125
"339",2022-01-15,3,-14.466,-13.048
"340",2022-01-15,4,-13.303,-13.108
"341",2022-01-15,5,-13.768,-13.08
"342",2022-01-15,6,-13.709,-13.115
"343",2022-01-15,7,-12.787,-13.147
"344",2022-01-15,8,0.39,2.444
"345",2022-01-15,9,257.669,211.933
"346",2022-01-15,10,855.763,669.566
"347",2022-01-15,11,1206.066,1114.199
"348",2022-01-15,12,1304.957,1345.896
"349",2022-01-15,13,1172.154,1272.969
"350",2022-01-15,14,1036.553,1122.356
"351",2022-01-15,15,718.015,801.498
"352",2022-01-15,16,280.42,346.265
"353",2022-01-15,17,24.686,32.774
"354",2022-01-15,18,-14.977,-12.812
"355",2022-01-15,19,-12.885,-12.941
"356",2022-01-15,20,-12.584,-13.112
"357",2022-01-15,21,-14.276,-12.946
"358",2022-01-15,22,-13.491,-13.049
"359",2022-01-15,23,-14.18,-12.962
"360",2022-01-15,24,-14.353,-12.727
"361",2022-01-16,1,-14.193,-13.286
"362",2022-01-16,2,-12.769,-13.187
"363",2022-01-16,3,-14.477,-13.252
"364",2022-01-16,4,-13.561,-13.217
"365",2022-01-16,5,-13.783,-13.288
"366",2022-01-16,6,-14.699,-13.06
"367",2022-01-16,7,-13.367,-13
"368",2022-01-16,8,-9.834,-0.31
"369",2022-01-16,9,72.801,177.173
"370",2022-01-16,10,328.114,632.731
"371",2022-01-16,11,687.266,1108.818
"372",2022-01-16,12,916.929,1349.211
"373",2022-01-16,13,1017.786,1397.372
"374",2022-01-16,14,924.647,1223.292
"375",2022-01-16,15,739.204,842.197
"376",2022-01-16,16,307.744,364.813
"377",2022-01-16,17,26.762,37.413
"378",2022-01-16,18,-13.001,-12.764
"379",2022-01-16,19,-13.224,-12.99
"380",2022-01-16,20,-13.781,-12.979
"381",2022-01-16,21,-12.47,-12.876
"382",2022-01-16,22,-13.916,-12.926
"383",2022-01-16,23,-13.22,-12.938
"384",2022-01-16,24,-14.737,-12.63
"385",2022-01-17,1,-12.894,-13.043
"386",2022-01-17,2,-13.547,-12.953
"387",2022-01-17,3,-12.648,-13.021
"388",2022-01-17,4,-13.568,-13.01
"389",2022-01-17,5,-12.997,-12.852
"390",2022-01-17,6,-13.021,-12.978
"391",2022-01-17,7,-12.736,-12.814
"392",2022-01-17,8,6.691,5.476
"393",2022-01-17,9,178.079,181.073
"394",2022-01-17,10,569.372,486.912
"395",2022-01-17,11,723.217,708.438
"396",2022-01-17,12,856.518,850.356
"397",2022-01-17,13,1004.729,857.561
"398",2022-01-17,14,856.828,768.948
"399",2022-01-17,15,540.068,528.23
"400",2022-01-17,16,191.721,212.53
"401",2022-01-17,17,2.743,18.447
"402",2022-01-17,18,-12.46,-12.618
"403",2022-01-17,19,-13.746,-12.921
"404",2022-01-17,20,-13.046,-12.941
"405",2022-01-17,21,-13.116,-12.984
"406",2022-01-17,22,-13.915,-12.848
"407",2022-01-17,23,-12.158,-12.929
"408",2022-01-17,24,-15.487,-12.783
"409",2022-01-18,1,-12.451,-12.976
"410",2022-01-18,2,-13.653,-12.926
"411",2022-01-18,3,-13.278,-13.121
"412",2022-01-18,4,-14.036,-13.002
"413",2022-01-18,5,-12.707,-13.063
"414",2022-01-18,6,-15.557,-12.934
"415",2022-01-18,7,-12.73,-12.747
"416",2022-01-18,8,-8.174,-0.347
"417",2022-01-18,9,111.634,176.523
"418",2022-01-18,10,410.101,518.875
"419",2022-01-18,11,751.18,858.473
"420",2022-01-18,12,975.16,981.819
"421",2022-01-18,13,1014.504,988.351
"422",2022-01-18,14,955.502,908.869
"423",2022-01-18,15,743.365,655.858
"424",2022-01-18,16,361.557,321.492
"425",2022-01-18,17,33.117,42.823
"426",2022-01-18,18,-12.406,-12.7
"427",2022-01-18,19,-14.83,-12.79
"428",2022-01-18,20,-12.904,-12.912
"429",2022-01-18,21,-13.899,-12.771
"430",2022-01-18,22,-13.703,-12.979
"431",2022-01-18,23,-13.569,-12.955
"432",2022-01-18,24,-20.851,-12.623
"433",2022-01-19,1,-13.661,-13.038
"434",2022-01-19,2,-13.584,-13.067
"435",2022-01-19,3,-12.773,-13.133
"436",2022-01-19,4,-14.014,-13.053
"437",2022-01-19,5,-13.49,-13.059
"438",2022-01-19,6,-15.552,-12.953
"439",2022-01-19,7,-13.462,-12.897
"440",2022-01-19,8,-7.231,3.78
"441",2022-01-19,9,163.062,236.301
"442",2022-01-19,10,614.607,729.762
"443",2022-01-19,11,1145.552,1187.213
"444",2022-01-19,12,1653.563,1434.706
"445",2022-01-19,13,1793.654,1472.74
"446",2022-01-19,14,1531.067,1272.618
"447",2022-01-19,15,1101.171,919.512
"448",2022-01-19,16,439.205,400.379
"449",2022-01-19,17,53.865,47.955
"450",2022-01-19,18,-13.734,-12.686
"451",2022-01-19,19,-14.122,-12.939
"452",2022-01-19,20,-12.91,-12.928
"453",2022-01-19,21,-15.115,-12.853
"454",2022-01-19,22,-13.803,-13.005
"455",2022-01-19,23,-13.176,-12.944
"456",2022-01-19,24,-16.028,-12.778
"457",2022-01-20,1,-13.65,-11.926
"458",2022-01-20,2,-12.343,-13.062
"459",2022-01-20,3,-14.292,-13.041
"460",2022-01-20,4,-12.449,-12.889
"461",2022-01-20,5,-15.612,-13.048
"462",2022-01-20,6,-11.612,-12.873
"463",2022-01-20,7,-14.651,-12.824
"464",2022-01-20,8,5.021,6.985
"465",2022-01-20,9,271.259,303.349
"466",2022-01-20,10,946.672,904.61
"467",2022-01-20,11,1727.446,1485.579
"468",2022-01-20,12,2184.879,1789.758
"469",2022-01-20,13,2210.725,1769.535
"470",2022-01-20,14,1817.287,1524.701
"471",2022-01-20,15,1213.678,1024.182
"472",2022-01-20,16,488.831,447.341
"473",2022-01-20,17,39.425,47.372
"474",2022-01-20,18,-12.41,-12.705
"475",2022-01-20,19,-10.905,-13.028
"476",2022-01-20,20,-12.917,-13.001
"477",2022-01-20,21,-12.455,-12.954
"478",2022-01-20,22,-14.393,-12.964
"479",2022-01-20,23,-13.762,-12.893
"480",2022-01-20,24,-14.023,-12.793
"481",2022-01-21,1,-13.374,-13.142
"482",2022-01-21,2,-14.658,-12.924
"483",2022-01-21,3,-14.124,-12.955
"484",2022-01-21,4,-13.3,-13.031
"485",2022-01-21,5,-13.912,-13.035
"486",2022-01-21,6,-15.097,-12.801
"487",2022-01-21,7,-13.503,-12.869
"488",2022-01-21,8,-5.628,3.97
"489",2022-01-21,9,113.851,202.323
"490",2022-01-21,10,519.046,657.576
"491",2022-01-21,11,1187,1184.804
"492",2022-01-21,12,1704.599,1570.241
"493",2022-01-21,13,2119.238,1660.178
"494",2022-01-21,14,1805.418,1444.472
"495",2022-01-21,15,1165.651,1008.986
"496",2022-01-21,16,446.837,443.668
"497",2022-01-21,17,42.94,55.132
"498",2022-01-21,18,-11.982,-12.686
"499",2022-01-21,19,-13.379,-12.85
"500",2022-01-21,20,-12.849,-12.927
"501",2022-01-21,21,-14.975,-12.876
"502",2022-01-21,22,-14.605,-12.833
"503",2022-01-21,23,-11.545,-12.781
"504",2022-01-21,24,-16.26,-12.737
"505",2022-01-22,1,-14.284,-12.966
"506",2022-01-22,2,-13.009,-12.894
"507",2022-01-22,3,-14.36,-13.017
"508",2022-01-22,4,-13.255,-12.966
"509",2022-01-22,5,-12.993,-13.051
"510",2022-01-22,6,-14.337,-12.877
"511",2022-01-22,7,-13.302,-12.773
"512",2022-01-22,8,16.813,17.783
"513",2022-01-22,9,361.838,329.437
"514",2022-01-22,10,976.812,878.52
"515",2022-01-22,11,1523.023,1341.963
"516",2022-01-22,12,1506.32,1511.956
"517",2022-01-22,13,1438.632,1412.489
"518",2022-01-22,14,1174.171,1133.676
"519",2022-01-22,15,772.172,748.492
"520",2022-01-22,16,329.567,335.356
"521",2022-01-22,17,33.176,44.386
"522",2022-01-22,18,-13.01,-12.685
"523",2022-01-22,19,-13.311,-12.663
"524",2022-01-22,20,-13.786,-13.004
"525",2022-01-22,21,-12.015,-12.875
"526",2022-01-22,22,-15.004,-12.887
"527",2022-01-22,23,-14.231,-12.87
"528",2022-01-22,24,-14.759,-12.596
"529",2022-01-23,1,-15.042,-13.188
"530",2022-01-23,2,-14.113,-12.794
"531",2022-01-23,3,-12.377,-13.132
"532",2022-01-23,4,-14.501,-12.977
"533",2022-01-23,5,-13.949,-13.097
"534",2022-01-23,6,-15.869,-12.954
"535",2022-01-23,7,-13.4,-12.851
"536",2022-01-23,8,6.589,13.304
"537",2022-01-23,9,190.714,284.268
"538",2022-01-23,10,548.56,784.51
"539",2022-01-23,11,1014.314,1174.453
"540",2022-01-23,12,1272.478,1288.081
"541",2022-01-23,13,1009.738,1145.22
"542",2022-01-23,14,801.016,904.673
"543",2022-01-23,15,544.567,625.831
"544",2022-01-23,16,241.303,277.08
"545",2022-01-23,17,23.099,36.321
"546",2022-01-23,18,-13.582,-12.55
"547",2022-01-23,19,-12.666,-12.802
"548",2022-01-23,20,-11.978,-12.89
"549",2022-01-23,21,-14.483,-13.005
"550",2022-01-23,22,-14.032,-13.124
"551",2022-01-23,23,-14.887,-12.86
"552",2022-01-23,24,-16.91,-12.584
"553",2022-01-24,1,-10.372,-13.071
"554",2022-01-24,2,-13.628,-13.059
"555",2022-01-24,3,-14.667,-13.134
"556",2022-01-24,4,-13.498,-13.052
"557",2022-01-24,5,-10.823,-13.07
"558",2022-01-24,6,-16.722,-12.969
"559",2022-01-24,7,-13.549,-12.934
"560",2022-01-24,8,-9.498,1.265
"561",2022-01-24,9,62.452,125.843
"562",2022-01-24,10,219.473,403.086
"563",2022-01-24,11,392.562,617.852
"564",2022-01-24,12,493.368,735.834
"565",2022-01-24,13,570.397,660.531
"566",2022-01-24,14,578.445,560.865
"567",2022-01-24,15,490.526,414.822
"568",2022-01-24,16,258.95,198.532
"569",2022-01-24,17,47.607,31.1
"570",2022-01-24,18,-12.383,-12.399
"571",2022-01-24,19,-13.643,-12.716
"572",2022-01-24,20,-13.319,-12.811
"573",2022-01-24,21,-13.149,-12.875
"574",2022-01-24,22,-13.992,-12.704
"575",2022-01-24,23,-13.313,-12.901
"576",2022-01-24,24,-14.091,-12.558
"577",2022-01-25,1,-15.318,-13.024
"578",2022-01-25,2,-14.193,-13.113
"579",2022-01-25,3,-14.468,-13.019
"580",2022-01-25,4,-13.896,-13.056
"581",2022-01-25,5,-12.982,-13.072
"582",2022-01-25,6,-15.002,-13.028
"583",2022-01-25,7,-13.749,-12.735
"584",2022-01-25,8,-11.529,2.769
"585",2022-01-25,9,34.148,162.778
"586",2022-01-25,10,151.703,488.436
"587",2022-01-25,11,288.712,749.372
"588",2022-01-25,12,392.609,799.096
"589",2022-01-25,13,436.325,681.782
"590",2022-01-25,14,413.069,532.238
"591",2022-01-25,15,300.105,387.577
"592",2022-01-25,16,131.202,187.217
"593",2022-01-25,17,9.871,28.973
"594",2022-01-25,18,-12.936,-11.941
"595",2022-01-25,19,-13.667,-12.041
"596",2022-01-25,20,-13.195,-12.352
"597",2022-01-25,21,-12.863,-12.213
"598",2022-01-25,22,-12.71,-12.315
"599",2022-01-25,23,-13.502,-12.224
"600",2022-01-25,24,-15.169,-12.036
"601",2022-01-26,1,-14.322,-13.194
"602",2022-01-26,2,-13.152,-13.004
"603",2022-01-26,3,-14.541,-13.141
"604",2022-01-26,4,-13.134,-12.904
"605",2022-01-26,5,-13.884,-12.952
"606",2022-01-26,6,-12.785,-13.089
"607",2022-01-26,7,-14.416,-12.793
"608",2022-01-26,8,-11.496,5.401
"609",2022-01-26,9,23.702,112.535
"610",2022-01-26,10,89.551,255.107
"611",2022-01-26,11,178.37,378.146
"612",2022-01-26,12,230.412,449.486
"613",2022-01-26,13,276.72,419.361
"614",2022-01-26,14,265.597,380.037
"615",2022-01-26,15,194.559,280.274
"616",2022-01-26,16,88.889,146.225
"617",2022-01-26,17,5.918,24.567
"618",2022-01-26,18,-12.815,-11.853
"619",2022-01-26,19,-12.871,-12.034
"620",2022-01-26,20,-13.373,-12.116
"621",2022-01-26,21,-14.361,-12.187
"622",2022-01-26,22,-14.021,-12.166
"623",2022-01-26,23,-12.892,-12.148
"624",2022-01-26,24,-15.273,-11.934
"625",2022-01-27,1,-13.63,-12.973
"626",2022-01-27,2,-12.805,-13.068
"627",2022-01-27,3,-13.902,-13.07
"628",2022-01-27,4,-14.119,-13.034
"629",2022-01-27,5,-13.321,-13.086
"630",2022-01-27,6,-14.896,-12.968
"631",2022-01-27,7,-11.098,-12.735
"632",2022-01-27,8,-6.096,10.62
"633",2022-01-27,9,49.995,180.454
"634",2022-01-27,10,185.56,427.935
"635",2022-01-27,11,357.37,677.451
"636",2022-01-27,12,532.683,757.006
"637",2022-01-27,13,681.542,696.752
"638",2022-01-27,14,700.766,581.631
"639",2022-01-27,15,530.334,411.538
"640",2022-01-27,16,226.912,208.457
"641",2022-01-27,17,29.092,37.218
"642",2022-01-27,18,-12.525,-12.297
"643",2022-01-27,19,-12.931,-10.778
"644",2022-01-27,20,-13.131,-10.777
"645",2022-01-27,21,-12.618,-10.82
"646",2022-01-27,22,-12.917,-10.794
"647",2022-01-27,23,-13.908,-10.679
"648",2022-01-27,24,-12.8,-10.606
"649",2022-01-28,1,-13.338,-12.819
"650",2022-01-28,2,-13.664,-12.987
"651",2022-01-28,3,-11.92,-12.837
"652",2022-01-28,4,-13.674,-12.89
