date,hour,actual,projected
2023-03-01,12,55.47,79.046
2023-03-01,13,55.426,85.038
2023-03-01,14,35.598,87.093
2023-03-01,15,47.565,89.166
2023-03-01,16,42.549,90.231
2023-03-01,17,95.573,94.683
2023-03-01,18,98.872,97.929
2023-03-01,19,150.142,116.713
2023-03-01,20,210.331,142.762
2023-03-01,21,238.468,150.614
2023-03-01,22,202.934,143.756
2023-03-01,23,179.796,126.303
2023-03-01,24,151.716,126.244
2023-03-02,1,117.303,98.762
2023-03-02,2,80.124,78.434
2023-03-02,3,62.595,78.533
2023-03-02,4,68.451,87.157
2023-03-02,5,77.6,95.145
2023-03-02,6,101.607,97.233
2023-03-02,7,92.162,92.722
2023-03-02,8,93.586,88.283
2023-03-02,9,58.95,69.515
2023-03-02,10,32.52,43.024
2023-03-02,11,32.784,34.083
2023-03-02,12,25.141,29.987
2023-03-02,13,7.247,24.009
2023-03-02,14,1.137,18.538
2023-03-02,15,2.581,15.042
2023-03-02,16,9.702,12.133
2023-03-02,17,34.538,11.497
2023-03-02,18,51.222,12.25
2023-03-02,19,85.418,16.812
2023-03-02,20,104.459,25.459
2023-03-02,21,105.225,25.09
2023-03-02,22,94.466,27.437
2023-03-02,23,76.79,31.466
2023-03-02,24,80.219,38.128
2023-03-03,1,88.104,40.74
2023-03-03,2,97.18,37.076
2023-03-03,3,90.415,31.81
2023-03-03,4,69.585,26.122
2023-03-03,5,50.981,25.06
2023-03-03,6,43.966,20.818
2023-03-03,7,27.325,18.599
2023-03-03,8,19.615,15.742
2023-03-03,9,11.136,11.377
2023-03-03,10,5.782,8.999
2023-03-03,11,19.784,15.905
2023-03-03,12,57.919,28.932
2023-03-03,13,67.122,45.819
2023-03-03,14,72.385,56.104
2023-03-03,15,94.156,74.312
2023-03-03,16,107.936,87.066
2023-03-03,17,124.334,105.069
2023-03-03,18,146.268,129.797
2023-03-03,19,182.893,145.549
2023-03-03,20,181.328,157.773
2023-03-03,21,183.403,164.462
2023-03-03,22,206.158,163.393
2023-03-03,23,220.747,172.25
2023-03-03,24,221.614,181.662
2023-03-04,1,184.224,180.431
2023-03-04,2,199.461,183.382
2023-03-04,3,215.17,189.047
2023-03-04,4,264.25,180.169
2023-03-04,5,266.914,160.279
2023-03-04,6,250.499,124.895
2023-03-04,7,190.057,100.331
2023-03-04,8,125.403,80.635
2023-03-04,9,57.962,69.855
2023-03-04,10,40.228,72.975
2023-03-04,11,47.552,94.613
2023-03-04,12,64.09,140.367
2023-03-04,13,79.202,189.584
2023-03-04,14,97.06,226.88
2023-03-04,15,106.474,256.01
2023-03-04,16,118.945,280.069
2023-03-04,17,140.504,303.719
2023-03-04,18,262.209,308.545
2023-03-04,19,339.488,329.239
2023-03-04,20,342,328.909
2023-03-04,21,353.154,324.327
2023-03-04,22,348.031,321.614
2023-03-04,23,341.894,323.445
2023-03-04,24,327.105,311.531
2023-03-05,1,300.705,279.926
2023-03-05,2,251.007,248.731
2023-03-05,3,175.504,208.549
2023-03-05,4,193.174,195.465
2023-03-05,5,289.123,180.036
2023-03-05,6,273.799,175.276
2023-03-05,7,187.438,161.138
2023-03-05,8,141.354,126.02
2023-03-05,9,52.688,87.431
2023-03-05,10,5.519,57.351
2023-03-05,11,10.428,46.097
2023-03-05,12,33.385,48.944
2023-03-05,13,39.682,49.096
2023-03-05,14,34.935,54.942
2023-03-05,15,42.542,57.905
2023-03-05,16,50.39,55.111
2023-03-05,17,92.794,49.849
2023-03-05,18,123.475,52.325
2023-03-05,19,119.383,60.036
2023-03-05,20,134.677,67.165
2023-03-05,21,108.074,73.019
2023-03-05,22,83.159,74.364
2023-03-05,23,61.501,68.509
2023-03-05,24,68.211,56.395
2023-03-06,1,87.057,44.735
2023-03-06,2,79.654,30.25
2023-03-06,3,51.826,16.608
2023-03-06,4,23.901,10.949
2023-03-06,5,3.948,16.262
2023-03-06,6,0.095,15.885
2023-03-06,7,8.302,14.36
2023-03-06,8,18.464,25.822
2023-03-06,9,27.623,45.744
2023-03-06,10,47.418,71.462
2023-03-06,11,66.944,102.218
2023-03-06,12,96.399,138.909
2023-03-06,13,108.964,153.614
2023-03-06,14,125.963,164.546
2023-03-06,15,146.494,177.47
2023-03-06,16,143.702,181.273
2023-03-06,17,173.238,193.286
2023-03-06,18,185.919,191.393
2023-03-06,19,133.489,197.586
2023-03-06,20,122.336,186.096
2023-03-06,21,122.004,153.055
2023-03-06,22,129.145,125.076
2023-03-06,23,113.363,103.144
2023-03-06,24,86.895,89.787
2023-03-07,1,76.23,74.809
2023-03-07,2,102.819,78
2023-03-07,3,95.976,89.107
2023-03-07,4,104.176,106.056
2023-03-07,5,98.929,119.083
2023-03-07,6,140.992,132.442
2023-03-07,7,189.79,160.974
2023-03-07,8,213.619,193.822
2023-03-07,9,197.801,211.532
2023-03-07,10,218.872,226.147
2023-03-07,11,204.734,248.969
2023-03-07,12,133.429,271.154
2023-03-07,13,130.344,281.372
2023-03-07,14,101.238,253.286
2023-03-07,15,98.644,238.267
2023-03-07,16,108.761,205.065
2023-03-07,17,136.282,171.98
2023-03-07,18,136.54,166.822
2023-03-07,19,143.946,149.92
2023-03-07,20,142.891,137.797
2023-03-07,21,100.443,116.504
2023-03-07,22,76.351,91.705
2023-03-07,23,60.029,80.898
2023-03-07,24,44.46,86.86
2023-03-08,1,56.094,93.646
2023-03-08,2,101.694,112.773
2023-03-08,3,146.5,135.328
2023-03-08,4,124.533,153.971
2023-03-08,5,116.224,169.612
2023-03-08,6,141.116,189.988
2023-03-08,7,145.091,201.107
2023-03-08,8,141.681,189.288
2023-03-08,9,125.472,159.265
2023-03-08,10,105.056,140.565
2023-03-08,11,66.258,128.539
2023-03-08,12,114.639,157.892
2023-03-08,13,176.702,179.891
2023-03-08,14,191.105,200.832
2023-03-08,15,200.603,222.267
2023-03-08,16,193.658,239.564
2023-03-08,17,237.217,259.355
2023-03-08,18,196.918,273.909
2023-03-08,19,147.63,273.607
2023-03-08,20,173.471,275.082
2023-03-08,21,199.255,265.287
2023-03-08,22,209.399,235.702
2023-03-08,23,199.392,209.759
2023-03-08,24,170.36,184.92
2023-03-09,1,131.293,165.431
2023-03-09,2,82.419,151.254
2023-03-09,3,61.044,148.649
2023-03-09,4,62.612,141.269
2023-03-09,5,46.201,129.944
2023-03-09,6,61.432,137.581
2023-03-09,7,101.229,178.255
2023-03-09,8,195.066,237.311
2023-03-09,9,206.203,264.394
2023-03-09,10,184.714,258.021
2023-03-09,11,195.296,226.965
2023-03-09,12,142.316,252.613
2023-03-09,13,142.144,272.773
2023-03-09,14,167.397,297.077
2023-03-09,15,175.722,307.999
2023-03-09,16,161.588,316.055
2023-03-09,17,195.962,321.827
2023-03-09,18,327.838,323.942
2023-03-09,19,330.315,327.32
2023-03-09,20,340.927,330.948
2023-03-09,21,321.76,334.821
2023-03-09,22,320.762,331.003
2023-03-09,23,316.654,306.02
2023-03-09,24,181.452,270.086
2023-03-10,1,100.625,207.496
2023-03-10,2,81.964,175.137
2023-03-10,3,72.925,163.828
2023-03-10,4,66.399,162.218
2023-03-10,5,78.592,157.78
2023-03-10,6,88.356,165.454
2023-03-10,7,113.596,175.005
2023-03-10,8,243.424,196.205
2023-03-10,9,169.891,176.656
2023-03-10,10,83.318,130.552
2023-03-10,11,26.093,94.697
2023-03-10,12,11.447,63.365
2023-03-10,13,13.524,44.947
2023-03-10,14,14.174,38.896
2023-03-10,15,14.639,38.817
2023-03-10,16,6.408,44.609
2023-03-10,17,4.273,63.844
2023-03-10,18,77.383,96.056
2023-03-10,19,104.268,116.091
2023-03-10,20,132.255,125.669
2023-03-10,21,130.553,133.028
2023-03-10,22,141.833,138.958
2023-03-10,23,109.805,164.447
2023-03-10,24,133.885,197.229
2023-03-11,1,167.279,224.429
2023-03-11,2,238.292,249.809
2023-03-11,3,275.663,268.038
2023-03-11,4,291.99,280.276
2023-03-11,5,299.502,291.12
2023-03-11,6,296.456,301.236
2023-03-11,7,302.362,306.13
2023-03-11,8,302.144,307.491
2023-03-11,9,284.566,309.035
2023-03-11,10,287.107,309.254
2023-03-11,11,295.644,315.835
2023-03-11,12,287.679,315.589
2023-03-11,13,299.906,317.335
2023-03-11,14,312.991,306.206
2023-03-11,15,313.021,305.9
2023-03-11,16,304.841,309.171
2023-03-11,17,326.213,318.973
2023-03-11,18,336.906,317.508
2023-03-11,19,320.103,319.852
2023-03-11,20,300.03,308.336
2023-03-11,21,282.817,280.122
2023-03-11,22,232.42,271.687
2023-03-11,23,201.993,261.93
2023-03-11,24,223.663,287.456
2023-03-12,1,295.544,327.206
2023-03-12,2,324.849,338.629
2023-03-12,3,325.148,340.855
2023-03-12,4,314.08,337.068
2023-03-12,5,300.673,336.049
2023-03-12,6,309.596,336.147
2023-03-12,7,318.963,334.068
2023-03-12,8,315.782,335.218
2023-03-12,9,327.414,341.679
2023-03-12,10,287.481,346.658
2023-03-12,11,260.342,349.679
2023-03-12,12,262.803,338.059
2023-03-12,13,261.707,337.407
2023-03-12,14,259.979,332.674
2023-03-12,15,257.749,324.356
2023-03-12,16,251.512,308.261
2023-03-12,17,228.214,267.728
2023-03-12,18,223.094,207.217
2023-03-12,19,151.41,163.435
2023-03-12,20,96.682,148.158
2023-03-12,21,74.637,152.452
2023-03-12,22,68.522,156.664
2023-03-12,23,72.435,154.782
2023-03-12,24,98.424,140.442
2023-03-13,1,123.059,148.761
2023-03-13,2,137.924,161.044
2023-03-13,3,168.595,166.82
2023-03-13,4,145.404,168.566
2023-03-13,5,102.388,143.837
2023-03-13,6,78.519,97.807
2023-03-13,7,72.974,61.618
2023-03-13,8,52.569,43.1
2023-03-13,9,42.298,37.3
2023-03-13,10,37.992,40.368
2023-03-13,11,40.676,41.785
2023-03-13,12,34.24,46.096
2023-03-13,13,46.05,53.646
2023-03-13,14,50.367,62.733
2023-03-13,15,64.724,74.683
2023-03-13,16,87.323,85.619
2023-03-13,17,116.193,98.717
2023-03-13,18,132.05,122.607
2023-03-13,19,144.52,136.605
2023-03-13,20,157.784,146.708
2023-03-13,21,192.405,159.229
2023-03-13,22,247.611,168.397
2023-03-13,23,253.87,170.587
2023-03-13,24,214.099,176.27
2023-03-14,1,205.306,168.472
2023-03-14,2,201.851,167.685
2023-03-14,3,195.726,173.188
2023-03-14,4,200.086,190.95
2023-03-14,5,243.229,217.774
2023-03-14,6,243.203,229.495
2023-03-14,7,228.873,238.265
2023-03-14,8,252.404,238.616
2023-03-14,9,216.548,221.021
2023-03-14,10,203.557,217.973
2023-03-14,11,184.134,206.747
2023-03-14,12,163.325,186.59
2023-03-14,13,138.116,163.775
2023-03-14,14,125.06,156.637
2023-03-14,15,114.194,146.022
2023-03-14,16,93.595,133.722
2023-03-14,17,102.031,128.742
2023-03-14,18,131.53,141.422
2023-03-14,19,173.939,163.422
2023-03-14,20,226.354,198.718
2023-03-14,21,232.342,217.142
2023-03-14,22,210.189,211.558
2023-03-14,23,159.753,181.005
2023-03-14,24,140.112,159.123
2023-03-15,1,155.757,142.311
2023-03-15,2,188.141,132.203
2023-03-15,3,187.52,127.867
2023-03-15,4,156.413,110.954
2023-03-15,5,97.667,92.885
2023-03-15,6,62.088,86.061
2023-03-15,7,58.423,83.042
2023-03-15,8,45.967,80.347
2023-03-15,9,65.535,88.128
2023-03-15,10,89.782,102.158
2023-03-15,11,92.285,107.337
2023-03-15,12,76.041,103.492
2023-03-15,13,57.078,99.931
2023-03-15,14,55.768,94.163
2023-03-15,15,58.348,82.518
2023-03-15,16,51.465,70.067
2023-03-15,17,35.941,64.854
2023-03-15,18,40.276,56.336
2023-03-15,19,29.711,48.002
2023-03-15,20,22.961,41.652
2023-03-15,21,24.908,38.719
2023-03-15,22,25.737,32.036
2023-03-15,23,13.346,24.978
2023-03-15,24,13.88,20.109
2023-03-16,1,12.803,13.574
2023-03-16,2,15.133,12.733
2023-03-16,3,22.788,14.74
2023-03-16,4,29.044,16.823
2023-03-16,5,34.908,20.075
2023-03-16,6,41.782,26.108
2023-03-16,7,54.073,33.596
2023-03-16,8,39.333,33.483
2023-03-16,9,24.401,26.88
2023-03-16,10,20.25,24.187
2023-03-16,11,18.546,24.448
2023-03-16,12,22.183,30.547
2023-03-16,13,32.894,36.322
2023-03-16,14,46.314,50.725
2023-03-16,15,72.946,68.636
2023-03-16,16,94.056,94.331
2023-03-16,17,133.696,125.465
2023-03-16,18,191.096,155.684
2023-03-16,19,251.914,183.018
2023-03-16,20,281.777,222.475
2023-03-16,21,286.755,258.666
2023-03-16,22,282.943,271.836
2023-03-16,23,282.592,271.025
2023-03-16,24,286.636,275.08
2023-03-17,1,274.255,270.63
2023-03-17,2,272.696,275.857
2023-03-17,3,266.116,282.083
2023-03-17,4,270.975,284.913
2023-03-17,5,272.531,281.575
2023-03-17,6,269.243,279.91
2023-03-17,7,263.087,280.259
2023-03-17,8,265.895,277.259
2023-03-17,9,262.805,273.182
2023-03-17,10,237.506,273.815
2023-03-17,11,245.586,267.086
2023-03-17,12,236.574,252.011
2023-03-17,13,238.169,237.242
2023-03-17,14,247.28,233.295
2023-03-17,15,260.758,243.307
2023-03-17,16,279.602,252.535
2023-03-17,17,279.968,254.005
2023-03-17,18,281.977,249.85
2023-03-17,19,293.697,255.644
2023-03-17,20,295.535,252.583
2023-03-17,21,296.86,248.185
2023-03-17,22,276.131,242.164
2023-03-17,23,219.823,229.017
2023-03-17,24,217.985,220.9
2023-03-18,1,190.841,209.846
2023-03-18,2,173.809,203.829
2023-03-18,3,183.546,203.923
2023-03-18,4,182.801,208.104
2023-03-18,5,192.346,213.731
2023-03-18,6,198.059,222.533
2023-03-18,7,208.999,226.04
2023-03-18,8,226.333,227.596
2023-03-18,9,238.608,223.684
2023-03-18,10,242.842,224.485
2023-03-18,11,238.192,203.785
2023-03-18,12,234.67,185.967
2023-03-18,13,183.028,177.223
2023-03-18,14,153.461,177.545
2023-03-18,15,160.958,177.709
2023-03-18,16,173.029,182.155
2023-03-18,17,210.462,183.919
2023-03-18,18,223.113,179.47
2023-03-18,19,257.199,191.495
2023-03-18,20,249.352,193.457
2023-03-18,21,248.383,184.971
2023-03-18,22,211.91,169.551
2023-03-18,23,159.395,144.895
2023-03-18,24,146.85,121.993
2023-03-19,1,146.854,116.42
2023-03-19,2,130.001,113.572
2023-03-19,3,116.73,115.168
2023-03-19,4,126.943,111.931
2023-03-19,5,114.919,111.865
2023-03-19,6,91.937,106.489
2023-03-19,7,102.154,97.633
2023-03-19,8,91.13,87.425
2023-03-19,9,72.75,68.779
2023-03-19,10,46.825,67.249
2023-03-19,11,35.727,62.911
2023-03-19,12,34.19,57.048
2023-03-19,13,23.71,49.145
2023-03-19,14,22.176,45.14
2023-03-19,15,10.742,44.953
2023-03-19,16,7.837,42.21
2023-03-19,17,9.921,41.506
2023-03-19,18,23.193,39.727
2023-03-19,19,64.189,36.108
2023-03-19,20,103.249,39.002
2023-03-19,21,89.898,40.67
2023-03-19,22,81.153,40.447
2023-03-19,23,71.471,38.343
2023-03-19,24,42.19,38.317
2023-03-20,1,20.256,37.092
2023-03-20,2,17.34,37.852
2023-03-20,3,18.128,38.347
2023-03-20,4,18.106,43.835
2023-03-20,5,23.771,41.997
2023-03-20,6,19.184,36.987
2023-03-20,7,16.741,28.513
2023-03-20,8,10.188,20.866
2023-03-20,9,10.546,15.146
2023-03-20,10,5.627,11.153
2023-03-20,11,0.795,7.453
2023-03-20,12,-2.436,4.882
2023-03-20,13,0.136,4.626
2023-03-20,14,3.819,5.328
2023-03-20,15,3.481,8.476
2023-03-20,16,15.922,14.213
2023-03-20,17,33.931,20.129
2023-03-20,18,55.084,24.816
2023-03-20,19,71.056,36.101
2023-03-20,20,98.446,53.841
2023-03-20,21,127.365,54.298
2023-03-20,22,110.705,55.028
2023-03-20,23,86.561,57.531
2023-03-20,24,95.768,61.35
2023-03-21,1,94.815,64.373
2023-03-21,2,71.187,65.059
2023-03-21,3,59.136,65.389
2023-03-21,4,53.31,49.266
2023-03-21,5,46.07,44.158
2023-03-21,6,32.011,40.992
2023-03-21,7,17.075,36.616
2023-03-21,8,11.188,28.608
2023-03-21,9,9.762,25.759
2023-03-21,10,11.83,22.69
2023-03-21,11,26.444,29.412
2023-03-21,12,39.377,38.829
2023-03-21,13,51.729,42.181
2023-03-21,14,40.758,47.978
2023-03-21,15,37.923,58.807
2023-03-21,16,50.114,63.799
2023-03-21,17,71.748,64.194
2023-03-21,18,83.963,64.018
2023-03-21,19,75.232,69.471
2023-03-21,20,65.616,66.653
2023-03-21,21,66.311,69.515
2023-03-21,22,47.982,68.473
2023-03-21,23,48.486,64.196
2023-03-21,24,36.015,55.236
2023-03-22,1,19.722,49.569
2023-03-22,2,17.905,36.204
2023-03-22,3,12.113,23.682
2023-03-22,4,8.229,14.071
2023-03-22,5,3.151,8.838
2023-03-22,6,0.417,4.778
2023-03-22,7,0.796,4.836
2023-03-22,8,0.797,3.802
2023-03-22,9,-1.803,2.38
2023-03-22,10,-0.557,1.695
2023-03-22,11,-4.073,2.009
2023-03-22,12,-2.951,3.724
2023-03-22,13,-2.837,5.443
2023-03-22,14,7.027,6.92
2023-03-22,15,9.074,9.292
2023-03-22,16,12.478,11.314
2023-03-22,17,20.459,14.241
2023-03-22,18,15.12,16.768
2023-03-22,19,19.451,15.36
2023-03-22,20,16.995,19.559
2023-03-22,21,18.511,19.517
2023-03-22,22,34.803,18.149
2023-03-22,23,36.242,14.026
2023-03-22,24,37.159,26.749
2023-03-23,1,35.722,29.867
2023-03-23,2,33.05,30.203
2023-03-23,3,34.576,32.054
2023-03-23,4,41.675,34.663
2023-03-23,5,39.569,40.376
2023-03-23,6,43.59,44.094
2023-03-23,7,50.445,45.623
2023-03-23,8,53.172,46.326
2023-03-23,9,9.859,41.613
2023-03-23,10,-0.9,34.415
2023-03-23,11,-2.93,30.157
2023-03-23,12,0.774,29.751
2023-03-23,13,-1.911,31.26
2023-03-23,14,-1.596,33.964
2023-03-23,15,-0.964,36.113
2023-03-23,16,0.357,38.457
2023-03-23,17,0.966,38.219
2023-03-23,18,12.864,42.876
2023-03-23,19,57.155,47.547
2023-03-23,20,60.971,50.084
2023-03-23,21,59.28,54.804
2023-03-23,22,69.467,61.551
2023-03-23,23,65.236,63.367
2023-03-23,24,65.485,64.692
2023-03-24,1,73.7,67.279
2023-03-24,2,77.932,70.393
2023-03-24,3,80.246,73.294
2023-03-24,4,126.152,80.055
2023-03-24,5,115.683,76.986
2023-03-24,6,52.974,58.073
2023-03-24,7,39.639,46.676
2023-03-24,8,42.359,45.727
2023-03-24,9,35.065,43.673
2023-03-24,10,21.172,45.145
2023-03-24,11,13.086,56.173
2023-03-24,12,14.879,72.977
2023-03-24,13,34.668,93.875
2023-03-24,14,43.106,108.498
2023-03-24,15,46.342,118.969
2023-03-24,16,44.49,127.649
2023-03-24,17,42.678,142.044
2023-03-24,18,108.249,157.322
2023-03-24,19,142.275,167.642
2023-03-24,20,139.871,174.834
2023-03-24,21,116.549,182.04
2023-03-24,22,124.775,177.595
2023-03-24,23,127.63,173.821
2023-03-24,24,117.146,171.871
2023-03-25,1,47.19,167.585
2023-03-25,2,54.931,176.677
2023-03-25,3,63.592,179.128
2023-03-25,4,54.896,192.059
2023-03-25,5,61.349,203.823
2023-03-25,6,60.717,212.871
2023-03-25,7,69.359,223.138
2023-03-25,8,92.99,210.758
2023-03-25,9,110.142,200.288
2023-03-25,10,98.006,197.138
2023-03-25,11,98.843,213.787
2023-03-25,12,42.03,247.929
2023-03-25,13,2.39,273.874
2023-03-25,14,-0.589,290.818
2023-03-25,15,104.405,297.929
2023-03-25,16,168.911,301.214
2023-03-25,17,282.1,300.372
2023-03-25,18,310.877,306.258
2023-03-25,19,308.303,316.264
2023-03-25,20,304.827,318.303
2023-03-25,21,303.019,317.761
2023-03-25,22,312.961,314.051
2023-03-25,23,332.339,311.56
2023-03-25,24,188.243,309.878
2023-03-26,1,139.055,264.205
2023-03-26,2,132.129,245.587
2023-03-26,3,131.518,233.943
2023-03-26,4,115.163,206.921
2023-03-26,5,95.971,176.263
2023-03-26,6,66.314,149.603
2023-03-26,7,40.04,126.627
2023-03-26,8,31.509,99.131
2023-03-26,9,31.256,73.333
2023-03-26,10,41.763,58.601
2023-03-26,11,44.136,51.237
2023-03-26,12,32.324,44.734
2023-03-26,13,24.778,57.389
2023-03-26,14,33.414,56.086
2023-03-26,15,45.5,58.471
2023-03-26,16,46.233,57.068
2023-03-26,17,43.048,70.975
2023-03-26,18,47.865,76.452
2023-03-26,19,39.212,77.117
2023-03-26,20,47.058,85.139
2023-03-26,21,52.964,97.344
2023-03-26,22,81.195,115.988
2023-03-26,23,162.779,135.261
2023-03-26,24,0,0
2023-03-27,1,224.122,151.518
2023-03-27,2,236.701,165.255
2023-03-27,3,147.272,155.558
2023-03-27,4,88.824,116.953
2023-03-27,5,49.335,77.941
2023-03-27,6,17.644,44.635
2023-03-27,7,2.497,33.048
2023-03-27,8,0.422,24.928
2023-03-27,9,4.256,24.283
2023-03-27,10,10.743,30.048
2023-03-27,11,23.126,46.691
2023-03-27,12,50.187,85.238
2023-03-27,13,109.692,129.662
2023-03-27,14,161.471,174.105
2023-03-27,15,221.537,215.034
2023-03-27,16,267.761,250.309
2023-03-27,17,275.568,269.505
2023-03-27,18,292.348,286.115
2023-03-27,19,329.98,301.059
2023-03-27,20,341.345,340.279
2023-03-27,21,340.326,354.524
2023-03-27,22,333.067,358.749
2023-03-27,23,318.943,360.011
2023-03-27,24,315.103,360.328
2023-03-28,1,319.228,333.555
2023-03-28,2,303.52,330.694
2023-03-28,3,284.417,341.502
2023-03-28,4,239.281,347.74
2023-03-28,5,303.83,358.801
2023-03-28,6,330.569,348.935
2023-03-28,7,317.81,345.799
2023-03-28,8,303.802,337.028
2023-03-28,9,344.578,340.665
2023-03-28,10,337.594,320.807
2023-03-28,11,291.818,309.599
2023-03-28,12,310.834,336.586
2023-03-28,13,343.079,353.919
2023-03-28,14,351.782,359.625
2023-03-28,15,350.508,359.033
2023-03-28,16,351.738,363.668
2023-03-28,17,350.169,369.625
2023-03-28,18,359.162,367.103
2023-03-28,19,365.089,365.35
2023-03-28,20,353.592,367.138
2023-03-28,21,350.391,358.218
2023-03-28,22,353.227,355.533
2023-03-28,23,346.587,355.685
2023-03-28,24,344.809,358.979
2023-03-29,1,346.05,357.15
2023-03-29,2,308.327,353.288
2023-03-29,3,151.131,352.035
2023-03-29,4,151.225,350.83
2023-03-29,5,145.768,349.627
2023-03-29,6,146.572,349.444
2023-03-29,7,264.985,349.683
2023-03-29,8,340.659,348.106
2023-03-29,9,338.34,346.984
2023-03-29,10,341.386,348.936
2023-03-29,11,349.848,347.156
2023-03-29,12,349.48,344.916
2023-03-29,13,344.75,341.078
2023-03-29,14,344.736,336.952
2023-03-29,15,344.28,333.95
2023-03-29,16,341.944,329.775
2023-03-29,17,342.854,323.395
2023-03-29,18,319.326,302.739
2023-03-29,19,263.408,279.611
2023-03-29,20,199.874,255.674
2023-03-29,21,191.569,229.659
2023-03-29,22,188.965,202.799
2023-03-29,23,215.12,195.76
2023-03-29,24,221.956,196.93
2023-03-30,1,221.5,181.055
2023-03-30,2,215.895,170.879
2023-03-30,3,219.584,182.855
2023-03-30,4,231.636,180.41
2023-03-30,5,210.729,172.564
2023-03-30,6,205.143,176.807
2023-03-30,7,229.032,176.153
2023-03-30,8,264.56,162.671
2023-03-30,9,172.861,140.011
2023-03-30,10,145.7,123.608
2023-03-30,11,200.074,133.327
2023-03-30,12,202.019,135.896
2023-03-30,13,182.544,140.038
2023-03-30,14,156.996,134.801
2023-03-30,15,153.058,131.04
2023-03-30,16,152.747,133.99
2023-03-30,17,183.615,136.245
2023-03-30,18,209.745,140.15
2023-03-30,19,207.264,133.473
2023-03-30,20,171.543,113.96
2023-03-30,21,202.101,101.79
2023-03-30,22,192.467,111.296
2023-03-30,23,169.745,131.025
2023-03-30,24,114.25,130.045
2023-03-31,1,89.082,141.646
2023-03-31,2,72.938,131.801
2023-03-31,3,84.696,127.937
2023-03-31,4,109.067,126.554
2023-03-31,5,126.793,127.849
2023-03-31,6,130.086,130.5
2023-03-31,7,155.409,118.623
2023-03-31,8,211.565,157.687
2023-03-31,9,241.282,188.093
2023-03-31,10,221.237,203.054
2023-03-31,11,221.983,235.14
2023-03-31,12,289.97,259.475
2023-03-31,13,337.433,296.45
2023-03-31,14,337.356,308.64
2023-03-31,15,334.299,317.577
2023-03-31,16,328.793,328.273
2023-03-31,17,323.251,322.448
2023-03-31,18,336.057,324.626
2023-03-31,19,335.727,306.781
2023-03-31,20,326.087,289.431
2023-03-31,21,294.356,264.485
2023-03-31,22,258.545,233.074
2023-03-31,23,204.99,199.784
2023-03-31,24,153.561,156.302
2023-04-01,1,107.766,132.307
2023-04-01,2,92.217,119.943
2023-04-01,3,85.063,108.086
2023-04-01,4,83.095,93.584
2023-04-01,5,84.702,80.946
2023-04-01,6,82.465,74.971
2023-04-01,7,50.934,69.806
2023-04-01,8,36.079,70.525
2023-04-01,9,46.98,74.61
2023-04-01,10,48.73,84.945
2023-04-01,11,46.041,91.597
2023-04-01,12,62.447,108.503
2023-04-01,13,94.045,125.963
2023-04-01,14,118.701,160.24
2023-04-01,15,153.871,193.895
2023-04-01,16,226.559,226.233
2023-04-01,17,243.763,245.926
2023-04-01,18,251.642,249.096
2023-04-01,19,225.357,250.398
2023-04-01,20,244.501,254.898
2023-04-01,21,254.661,257.887
2023-04-01,22,288.297,265.451
2023-04-01,23,297.066,276.499
2023-04-01,24,304.308,293.231
2023-04-02,1,307.947,292.938
2023-04-02,2,310.486,293.885
2023-04-02,3,291.557,293.141
2023-04-02,4,269.967,276.505
2023-04-02,5,252.189,248.626
2023-04-02,6,247.814,231.7
2023-04-02,7,266.091,221.614
2023-04-02,8,276.978,236.15
2023-04-02,9,280.188,257.337
2023-04-02,10,282.175,259.002
2023-04-02,11,261.931,266.344
2023-04-02,12,257.94,255.728
2023-04-02,13,237.328,219.833
2023-04-02,14,161.748,187.858
2023-04-02,15,130.054,165.895
2023-04-02,16,144.917,137.991
2023-04-02,17,135.42,124.376
2023-04-02,18,110.101,106.342
2023-04-02,19,93.419,105.046
2023-04-02,20,85.056,109.029
2023-04-02,21,89.115,107.771
2023-04-02,22,78.161,107.182
2023-04-02,23,71.041,104.365
2023-04-02,24,62.369,102.941
2023-04-03,1,74.551,112.133
2023-04-03,2,79.775,113.38
2023-04-03,3,85.589,131.231
2023-04-03,4,94.749,147.056
2023-04-03,5,96.288,151.812
2023-04-03,6,98.635,147.801
2023-04-03,7,111.202,135.208
2023-04-03,8,118.749,132.804
2023-04-03,9,144.339,123.483
2023-04-03,10,154.859,127.13
2023-04-03,11,149.899,133.091
2023-04-03,12,135.072,143.872
2023-04-03,13,136.427,156.593
2023-04-03,14,140.766,166.314
2023-04-03,15,170.233,167.544
2023-04-03,16,194.893,159.799
2023-04-03,17,192.316,141.441
2023-04-03,18,148.394,113.337
2023-04-03,19,95.34,96.952
2023-04-03,20,93.998,74.912
2023-04-03,21,70.672,68.565
2023-04-03,22,90.603,64.618
2023-04-03,23,128.303,66.223
2023-04-03,24,120.819,74.415
2023-04-04,1,128.506,92.408
2023-04-04,2,131.971,101.622
2023-04-04,3,139.332,112.047
2023-04-04,4,170.325,120.025
2023-04-04,5,151.257,131.854
2023-04-04,6,120.877,147.546
2023-04-04,7,124.26,166.744
2023-04-04,8,155.035,161.128
2023-04-04,9,182.827,157.697
2023-04-04,10,157.498,163.003
2023-04-04,11,147.579,177.82
2023-04-04,12,183.415,201.428
2023-04-04,13,234.415,215.264
2023-04-04,14,278.695,222.09
2023-04-04,15,309.6,246.531
2023-04-04,16,301.931,274.412
2023-04-04,17,302.628,289.069
